tkepr	kepr	tfit	fit	res
35.4872	-36	21.304	-36.3166	0.316565
35.5165	-37	21.3333	-36.4932	-0.506813
35.5458	-37	21.3626	-36.6695	-0.33048
35.5751	-38	21.3919	-36.8454	-1.15455
35.6044	-39	21.4213	-37.0211	-1.97892
35.6337	-40	21.4506	-37.1963	-2.80368
35.663	-40	21.4798	-37.3712	-2.62879
35.6923	-42	21.5092	-37.5458	-4.45419
35.7216	-43	21.5385	-37.72	-5.27998
35.7509	-44	21.5678	-37.8939	-6.10606
35.7802	-44	21.5971	-38.0675	-5.93254
35.8095	-44	21.6264	-38.2406	-5.75935
35.8388	-43	21.6557	-38.4136	-4.58645
35.8681	-42	21.685	-38.5861	-3.41394
35.8974	-40	21.7143	-38.7583	-1.24171
35.9267	-39	21.7436	-38.9301	-0.0698729
35.956	-38	21.7729	-39.1016	1.10163
35.9853	-36	21.8022	-39.2729	3.27286
36.0147	-34	21.8315	-39.4437	5.44369
36.044	-35	21.8608	-39.6143	4.61426
36.0733	-36	21.8901	-39.7844	3.78443
36.1026	-35	21.9194	-39.9543	4.95428
36.1319	-35	21.9487	-40.1238	5.12385
36.1612	-36	21.978	-40.293	4.29304
36.1905	-36	22.0073	-40.462	4.46196
36.2198	-37	22.0366	-40.6305	3.6305
36.2491	-39	22.0659	-40.7987	1.79871
36.2784	-41	22.0952	-40.9667	-0.0333474
36.3077	-42	22.1245	-41.1342	-0.865782
36.337	-43	22.1539	-41.3015	-1.69848
36.3663	-44	22.1832	-41.4684	-2.53156
36.3956	-46	22.2125	-41.635	-4.36496
36.4249	-47	22.2418	-41.8014	-5.19862
36.4542	-49	22.2711	-41.9673	-7.03265
36.4835	-50	22.3004	-42.1331	-7.86695
36.5128	-50	22.3297	-42.2984	-7.70162
36.5421	-51	22.359	-42.4634	-8.5366
36.5714	-52	22.3883	-42.6282	-9.37185
36.6007	-54	22.4176	-42.7925	-11.2075
36.63	-54	22.4469	-42.9567	-11.0433
36.6593	-55	22.4762	-43.1204	-11.8796
36.6886	-53	22.5055	-43.2839	-9.71611
36.718	-52	22.5348	-43.4471	-8.55292
36.7473	-50	22.5641	-43.6099	-6.39009
36.7766	-49	22.5934	-43.7725	-5.22751
36.8059	-47	22.6227	-43.9347	-3.06529
36.8352	-46	22.652	-44.0966	-1.90338
36.8645	-45	22.6813	-44.2583	-0.741724
36.8938	-46	22.7106	-44.4196	-1.58043
36.9231	-47	22.7399	-44.5806	-2.41938
36.9524	-47	22.7692	-44.7413	-2.25868
36.9817	-45	22.7985	-44.9017	-0.0982956
37.011	-45	22.8278	-45.0618	0.0618465
37.0403	-48	22.8571	-45.2216	-2.77837
37.0696	-51	22.8865	-45.3812	-5.61883
37.0989	-53	22.9158	-45.5404	-7.45964
37.1282	-54	22.9451	-45.6993	-8.30069
37.1575	-56	22.9744	-45.8579	-10.1421
37.1868	-60	23.0037	-46.0162	-13.9838
37.2161	-61	23.033	-46.1743	-14.8257
37.2454	-60	23.0623	-46.332	-13.668
37.2747	-57	23.0916	-46.4894	-10.5106
37.304	-56	23.1209	-46.6465	-9.35346
37.3333	-55	23.1502	-46.8034	-8.19663
37.3626	-55	23.1795	-46.96	-8.04005
37.3919	-55	23.2088	-47.1162	-7.8838
37.4213	-54	23.2381	-47.2722	-6.72779
37.4506	-55	23.2674	-47.4279	-7.57213
37.4798	-56	23.2967	-47.5832	-8.41675
37.5092	-58	23.326	-47.7384	-10.2616
37.5385	-57	23.3553	-47.8932	-9.10681
37.5678	-58	23.3846	-48.0478	-9.95224
37.5971	-58	23.4139	-48.202	-9.79801
37.6264	-59	23.4432	-48.3559	-10.6441
37.6557	-57	23.4725	-48.5097	-8.49034
37.685	-55	23.5018	-48.663	-6.33696
37.7143	-51	23.5311	-48.8162	-2.18381
37.7436	-48	23.5604	-48.969	0.96901
37.7729	-45	23.5897	-49.1215	4.12155
37.8022	-45	23.6191	-49.2739	4.27386
37.8315	-44	23.6484	-49.4258	5.42584
37.8608	-45	23.6777	-49.5776	4.57759
37.8901	-46	23.707	-49.729	3.72901
37.9194	-46	23.7363	-49.8802	3.88016
37.9487	-46	23.7656	-50.0311	4.03108
37.978	-47	23.7949	-50.1817	3.18168
38.0073	-47	23.8242	-50.3321	3.33205
38.0366	-49	23.8535	-50.4821	1.4821
38.0659	-51	23.8828	-50.6319	-0.368124
38.0952	-52	23.9121	-50.7814	-1.21857
38.1245	-55	23.9414	-50.9307	-4.06934
38.1538	-57	23.9707	-51.0797	-5.92032
38.1831	-60	24	-51.2284	-8.77163
38.2124	-63	24.0293	-51.3768	-11.6232
38.2418	-65	24.0586	-51.525	-13.475
38.2711	-68	24.0879	-51.6729	-16.3271
38.3004	-68	24.1172	-51.8206	-16.1794
38.3297	-68	24.1465	-51.9679	-16.0321
38.359	-67	24.1758	-52.115	-14.885
38.3883	-65	24.2051	-52.2619	-12.7381
38.4176	-65	24.2344	-52.4084	-12.5916
38.4469	-65	24.2637	-52.5548	-12.4452
38.4762	-65	24.293	-52.7008	-12.2992
38.5055	-66	24.3223	-52.8466	-13.1534
38.5348	-67	24.3516	-52.9921	-14.0079
38.5641	-65	24.381	-53.1374	-11.8626
38.5934	-64	24.4103	-53.2824	-10.7176
38.6227	-63	24.4396	-53.4271	-9.57285
38.652	-60	24.4689	-53.5716	-6.42838
38.6813	-58	24.4982	-53.7159	-4.28412
38.7106	-58	24.5275	-53.8598	-4.14016
38.7399	-58	24.5568	-54.0036	-3.99641
38.7692	-57	24.5861	-54.147	-2.85296
38.7985	-55	24.6154	-54.2902	-0.709775
38.8278	-55	24.6447	-54.4332	-0.566791
38.8571	-55	24.674	-54.5759	-0.424109
38.8864	-54	24.7033	-54.7184	0.718368
38.9158	-54	24.7326	-54.8605	0.860545
38.9451	-53	24.7619	-55.0025	2.00247
38.9744	-52	24.7912	-55.1442	3.14419
39.0037	-52	24.8205	-55.2856	3.28562
39.033	-52	24.8498	-55.4268	3.42684
39.0623	-52	24.8791	-55.5678	3.56776
39.0916	-53	24.9084	-55.7085	2.70849
39.1209	-54	24.9377	-55.8489	1.84892
39.1502	-56	24.967	-55.9891	-0.010903
39.1795	-57	24.9963	-56.1291	-0.87092
39.2088	-57	25.0256	-56.2688	-0.73123
39.2381	-58	25.055	-56.4083	-1.59174
39.2674	-59	25.0843	-56.5475	-2.45254
39.2967	-59	25.1136	-56.6864	-2.31358
39.326	-59	25.1429	-56.8252	-2.17482
39.3553	-58	25.1722	-56.9636	-1.03635
39.3846	-59	25.2015	-57.1019	-1.89807
39.4139	-58	25.2308	-57.2399	-0.760086
39.4432	-59	25.2601	-57.3777	-1.62234
39.4725	-59	25.2894	-57.5152	-1.48479
39.5018	-60	25.3187	-57.6525	-2.34752
39.5311	-61	25.348	-57.7896	-3.21044
39.5604	-63	25.3773	-57.9263	-5.07365
39.5897	-66	25.4066	-58.0629	-7.9371
39.6191	-68	25.4359	-58.1993	-9.80074
39.6484	-70	25.4652	-58.3353	-11.6647
39.6777	-72	25.4945	-58.4712	-13.5288
39.707	-72	25.5238	-58.6068	-13.3932
39.7363	-73	25.5531	-58.7422	-14.2578
39.7656	-73	25.5824	-58.8774	-14.1226
39.7949	-73	25.6117	-59.0123	-13.9877
39.8242	-74	25.641	-59.147	-14.853
39.8535	-76	25.6703	-59.2815	-16.7185
39.8828	-78	25.6996	-59.4157	-18.5843
39.9121	-78	25.7289	-59.5497	-18.4503
39.9414	-77	25.7582	-59.6835	-17.3165
39.9707	-76	25.7876	-59.817	-16.183
40	-75	25.8169	-59.9503	-15.0497
40.0293	-76	25.8462	-60.0834	-15.9166
40.0586	-76	25.8755	-60.2163	-15.7837
40.0879	-76	25.9048	-60.3489	-15.6511
40.1172	-76	25.9341	-60.4813	-15.5187
40.1465	-76	25.9634	-60.6135	-15.3865
40.1758	-76	25.9927	-60.7454	-15.2546
40.2051	-76	26.022	-60.8771	-15.1229
40.2344	-75	26.0513	-61.0086	-13.9914
40.2637	-75	26.0806	-61.1399	-13.8601
40.293	-75	26.1099	-61.271	-13.729
40.3223	-73	26.1392	-61.4018	-11.5982
40.3516	-73	26.1685	-61.5324	-11.4676
40.3809	-72	26.1978	-61.6628	-10.3372
40.4103	-72	26.2271	-61.793	-10.207
40.4396	-71	26.2564	-61.9229	-9.0771
40.4689	-69	26.2857	-62.0526	-6.9474
40.4982	-69	26.315	-62.1821	-6.81786
40.5275	-69	26.3443	-62.3114	-6.6886
40.5568	-67	26.3736	-62.4405	-4.5595
40.5861	-65	26.4029	-62.5693	-2.43067
40.6154	-64	26.4322	-62.6979	-1.30205
40.6447	-62	26.4615	-62.8264	0.82639
40.674	-61	26.4908	-62.9546	1.95457
40.7033	-61	26.5202	-63.0826	2.08258
40.7326	-62	26.5495	-63.2103	1.21034
40.7619	-64	26.5787	-63.3379	-0.662124
40.7912	-66	26.6081	-63.4652	-2.53476
40.8205	-67	26.6374	-63.5924	-3.40764
40.8498	-68	26.6667	-63.7193	-4.2807
40.8791	-68	26.696	-63.846	-4.15402
40.9084	-68	26.7253	-63.9725	-4.02754
40.9377	-68	26.7546	-64.0988	-3.90124
40.967	-68	26.7839	-64.2248	-3.77518
40.9963	-68	26.8132	-64.3507	-3.6493
41.0256	-69	26.8425	-64.4763	-4.52366
41.0549	-68	26.8718	-64.6018	-3.3982
41.0842	-65	26.9011	-64.727	-0.27298
41.1135	-64	26.9304	-64.852	0.852028
41.1429	-65	26.9597	-64.9769	-0.0231295
41.1722	-65	26.989	-65.1015	0.101464
41.2015	-66	27.0183	-65.2259	-0.774107
41.2308	-67	27.0476	-65.3501	-1.64993
41.2601	-69	27.0769	-65.474	-3.52595
41.2894	-72	27.1062	-65.5979	-6.40214
41.3187	-75	27.1355	-65.7214	-9.27857
41.348	-75	27.1648	-65.8448	-9.15517
41.3773	-75	27.1941	-65.968	-9.03201
41.4066	-74	27.2234	-66.0909	-7.90905
41.4359	-71	27.2527	-66.2137	-4.78626
41.4652	-69	27.2821	-66.3363	-2.66371
41.4945	-68	27.3114	-66.4587	-1.54131
41.5238	-67	27.3407	-66.5808	-0.419165
41.5531	-68	27.37	-66.7028	-1.29722
41.5824	-71	27.3993	-66.8246	-4.17543
41.6117	-74	27.4286	-66.9461	-7.05388
41.641	-76	27.4579	-67.0675	-8.93248
41.6703	-76	27.4872	-67.1887	-8.81133
41.6996	-76	27.5165	-67.3096	-8.69038
41.7289	-75	27.5458	-67.4304	-7.56958
41.7582	-76	27.5751	-67.551	-8.44902
41.7876	-76	27.6044	-67.6714	-8.32862
41.8169	-75	27.6337	-67.7916	-7.20845
41.8462	-75	27.663	-67.9115	-7.08848
41.8755	-76	27.6923	-68.0313	-7.96866
41.9048	-76	27.7216	-68.1509	-7.84908
41.9341	-77	27.7509	-68.2704	-8.72965
41.9634	-76	27.7802	-68.3895	-7.61046
41.9927	-73	27.8095	-68.5085	-4.49145
42.022	-71	27.8388	-68.6274	-2.37261
42.0513	-70	27.8681	-68.746	-1.25399
42.0806	-69	27.8974	-68.8645	-0.135525
42.1099	-68	27.9267	-68.9827	0.982708
42.1392	-67	27.956	-69.1007	2.10075
42.1685	-67	27.9854	-69.2186	2.21864
42.1978	-68	28.0147	-69.3363	1.3363
42.2271	-67	28.044	-69.4538	2.45382
42.2564	-67	28.0733	-69.5711	2.5711
42.2857	-68	28.1026	-69.6882	1.68819
42.315	-69	28.1319	-69.8051	0.805139
42.3443	-71	28.1612	-69.9219	-1.07814
42.3736	-73	28.1905	-70.0384	-2.96157
42.4029	-74	28.2198	-70.1548	-3.84523
42.4322	-75	28.2491	-70.2709	-4.72907
42.4615	-77	28.2784	-70.3869	-6.61305
42.4908	-79	28.3077	-70.5027	-8.49727
42.5202	-80	28.337	-70.6184	-9.38163
42.5495	-80	28.3663	-70.7338	-9.26621
42.5787	-80	28.3956	-70.849	-9.15097
42.6081	-80	28.4249	-70.9641	-9.03589
42.6374	-79	28.4542	-71.079	-7.92102
42.6667	-78	28.4835	-71.1937	-6.80629
42.696	-77	28.5128	-71.3082	-5.69179
42.7253	-75	28.5421	-71.4225	-3.57747
42.7546	-74	28.5714	-71.5367	-2.4633
42.7839	-74	28.6007	-71.6507	-2.34934
42.8132	-74	28.63	-71.7645	-2.23552
42.8425	-75	28.6593	-71.8781	-3.12193
42.8718	-76	28.6886	-71.9915	-4.00851
42.9011	-79	28.718	-72.1048	-6.89523
42.9304	-81	28.7473	-72.2178	-8.78217
42.9597	-83	28.7766	-72.3307	-10.6693
42.989	-83	28.8059	-72.4434	-10.5566
43.0183	-84	28.8352	-72.556	-11.444
43.0476	-84	28.8645	-72.6684	-11.3316
43.0769	-84	28.8938	-72.7805	-11.2195
43.1062	-83	28.9231	-72.8926	-10.1074
43.1355	-80	28.9524	-73.0044	-6.99562
43.1648	-79	28.9817	-73.1161	-5.88394
43.1941	-77	29.011	-73.2275	-3.77248
43.2234	-75	29.0403	-73.3388	-1.66118
43.2527	-74	29.0696	-73.45	-0.550026
43.282	-73	29.0989	-73.5609	0.560919
43.3114	-70	29.1282	-73.6717	3.67173
43.3407	-68	29.1575	-73.7823	5.78233
43.37	-67	29.1868	-73.8928	6.89275
43.3993	-68	29.2161	-74.003	6.00304
43.4286	-70	29.2454	-74.1131	4.11312
43.4579	-72	29.2747	-74.2231	2.22307
43.4872	-71	29.304	-74.3328	3.33281
43.5165	-70	29.3333	-74.4424	4.44238
43.5458	-68	29.3626	-74.5518	6.55181
43.5751	-68	29.3919	-74.661	6.66104
43.6044	-67	29.4213	-74.7701	7.77013
43.6337	-68	29.4506	-74.879	6.87902
43.663	-69	29.4798	-74.9877	5.98774
43.6923	-71	29.5092	-75.0963	4.09633
43.7216	-71	29.5385	-75.2047	4.20472
43.7509	-71	29.5678	-75.313	4.31297
43.7802	-71	29.5971	-75.421	4.42102
43.8095	-73	29.6264	-75.5289	2.5289
43.8388	-76	29.6557	-75.6367	-0.363343
43.8681	-78	29.685	-75.7442	-2.25579
43.8974	-80	29.7143	-75.8516	-4.14837
43.9267	-79	29.7436	-75.9588	-3.04115
43.956	-79	29.7729	-76.0659	-2.9341
43.9853	-79	29.8022	-76.1728	-2.82717
44.0147	-78	29.8315	-76.2796	-1.72044
44.044	-78	29.8608	-76.3862	-1.61384
44.0733	-78	29.8901	-76.4926	-1.50744
44.1026	-77	29.9194	-76.5988	-0.401208
44.1319	-77	29.9487	-76.7049	-0.295098
44.1612	-77	29.978	-76.8108	-0.189186
44.1905	-77	30.0073	-76.9166	-0.0834
44.2198	-76	30.0366	-77.0222	1.02219
44.2491	-76	30.0659	-77.1276	1.12762
44.2784	-76	30.0952	-77.2329	1.23292
44.3077	-75	30.1245	-77.338	2.33802
44.337	-74	30.1539	-77.443	3.44301
44.3663	-74	30.1832	-77.5478	3.54779
44.3956	-75	30.2125	-77.6524	2.65242
44.4249	-76	30.2418	-77.7569	1.75692
44.4542	-75	30.2711	-77.8612	2.86123
44.4835	-75	30.3004	-77.9654	2.96542
44.5128	-73	30.3297	-78.0694	5.06942
44.5421	-72	30.359	-78.1733	6.17325
44.5714	-71	30.3883	-78.277	7.27697
44.6007	-69	30.4176	-78.3805	9.38049
44.63	-68	30.4469	-78.4839	10.4839
44.6593	-68	30.4762	-78.5871	10.5871
44.6886	-67	30.5055	-78.6902	11.6902
44.718	-68	30.5348	-78.7931	10.7931
44.7473	-68	30.5641	-78.8958	10.8958
44.7766	-68	30.5934	-78.9985	10.9985
44.8059	-69	30.6227	-79.1009	10.1009
44.8352	-69	30.652	-79.2032	10.2032
44.8645	-71	30.6813	-79.3053	8.30534
44.8938	-72	30.7106	-79.4073	7.40731
44.9231	-72	30.7399	-79.5092	7.50917
44.9524	-72	30.7692	-79.6108	7.61084
44.9817	-71	30.7985	-79.7124	8.71236
45.011	-71	30.8278	-79.8138	8.81376
45.0403	-71	30.8571	-79.915	8.91497
45.0696	-69	30.8865	-80.0161	11.0161
45.0989	-68	30.9158	-80.117	12.117
45.1282	-67	30.9451	-80.2178	13.2178
45.1575	-68	30.9744	-80.3184	12.3184
45.1868	-69	31.0037	-80.4188	11.4188
45.2161	-70	31.033	-80.5192	10.5192
45.2454	-71	31.0623	-80.6194	9.61936
45.2747	-73	31.0916	-80.7194	7.7194
45.304	-73	31.1209	-80.8193	7.81927
45.3333	-73	31.1502	-80.919	7.91899
45.3626	-73	31.1795	-81.0186	8.01859
45.3919	-73	31.2088	-81.118	8.11801
45.4213	-72	31.2381	-81.2173	9.21732
45.4506	-71	31.2674	-81.3164	10.3164
45.4798	-70	31.2967	-81.4154	11.4154
45.5092	-69	31.326	-81.5143	12.5143
45.5385	-70	31.3553	-81.613	11.613
45.5678	-72	31.3846	-81.7116	9.71156
45.5971	-75	31.4139	-81.81	6.80996
45.6264	-77	31.4432	-81.9082	4.90821
45.6557	-78	31.4725	-82.0064	4.00635
45.685	-78	31.5018	-82.1043	4.10432
45.7143	-78	31.5311	-82.2022	4.20217
45.7436	-78	31.5604	-82.2998	4.29985
45.7729	-79	31.5897	-82.3974	3.39738
45.8022	-78	31.6191	-82.4948	4.49481
45.8315	-78	31.6484	-82.5921	4.59205
45.8608	-78	31.6777	-82.6892	4.68919
45.8901	-76	31.707	-82.7862	6.78616
45.9194	-75	31.7363	-82.883	7.88298
45.9487	-74	31.7656	-82.9797	8.97969
45.978	-76	31.7949	-83.0762	7.07623
46.0073	-76	31.8242	-83.1727	7.17266
46.0366	-75	31.8535	-83.2689	8.26892
46.0659	-75	31.8828	-83.365	8.36504
46.0952	-74	31.9121	-83.461	9.46105
46.1245	-74	31.9414	-83.5569	9.55688
46.1538	-74	31.9707	-83.6526	9.65261
46.1831	-73	32	-83.7482	10.7482
46.2124	-73	32.0293	-83.8436	10.8436
46.2418	-74	32.0586	-83.9389	9.93891
46.2711	-75	32.0879	-84.0341	9.03405
46.3004	-74	32.1172	-84.1291	10.1291
46.3297	-73	32.1465	-84.224	11.224
46.359	-73	32.1758	-84.3187	11.3187
46.3883	-73	32.2051	-84.4133	11.4133
46.4176	-73	32.2344	-84.5078	11.5078
46.4469	-75	32.2637	-84.6021	9.60213
46.4762	-77	32.293	-84.6963	7.69632
46.5055	-79	32.3223	-84.7904	5.79037
46.5348	-80	32.3516	-84.8843	4.88432
46.5641	-81	32.381	-84.9781	3.9781
46.5934	-80	32.4103	-85.0718	5.07177
46.6227	-80	32.4396	-85.1653	5.16528
46.652	-80	32.4689	-85.2587	5.25866
46.6813	-81	32.4982	-85.3519	4.35193
46.7106	-82	32.5275	-85.445	3.44504
46.7399	-82	32.5568	-85.538	3.53805
46.7692	-83	32.5861	-85.6309	2.63089
46.7985	-83	32.6154	-85.7236	2.7236
46.8278	-84	32.6447	-85.8162	1.81621
46.8571	-84	32.674	-85.9087	1.90865
46.8864	-84	32.7033	-86.001	2.001
46.9158	-80	32.7326	-86.0932	6.09318
46.9451	-78	32.7619	-86.1852	8.18523
46.9744	-76	32.7912	-86.2772	10.2772
47.0037	-75	32.8205	-86.369	11.369
47.033	-73	32.8498	-86.4606	13.4606
47.0623	-73	32.8791	-86.5522	13.5522
47.0916	-73	32.9084	-86.6436	13.6436
47.1209	-73	32.9377	-86.7349	13.7349
47.1502	-74	32.967	-86.826	12.826
47.1795	-75	32.9963	-86.917	11.917
47.2088	-78	33.0256	-87.0079	9.00793
47.2381	-81	33.055	-87.0987	6.09871
47.2674	-85	33.0843	-87.1893	2.18933
47.2967	-87	33.1136	-87.2798	0.279823
47.326	-87	33.1429	-87.3702	0.37022
47.3553	-88	33.1722	-87.4605	-0.539542
47.3846	-89	33.2015	-87.5506	-1.4494
47.4139	-89	33.2308	-87.6406	-1.35942
47.4432	-89	33.2601	-87.7304	-1.26956
47.4725	-88	33.2894	-87.8202	-0.179796
47.5018	-88	33.3187	-87.9098	-0.0901909
47.5311	-88	33.348	-87.9993	-6.81387E-4
47.5604	-88	33.3773	-88.0887	0.0886719
47.5897	-89	33.4066	-88.1779	-0.8221
47.6191	-91	33.4359	-88.267	-2.73297
47.6484	-94	33.4652	-88.356	-5.64399
47.6777	-96	33.4945	-88.4449	-7.55511
47.707	-96	33.5238	-88.5336	-7.46638
47.7363	-95	33.5531	-88.6222	-6.37777
47.7656	-95	33.5824	-88.7107	-6.28926
47.7949	-95	33.6117	-88.7991	-6.2009
47.8242	-95	33.641	-88.8874	-6.11264
47.8535	-93	33.6703	-88.9755	-4.02453
47.8828	-92	33.6996	-89.0635	-2.93654
47.9121	-90	33.7289	-89.1514	-0.848645
47.9414	-88	33.7582	-89.2391	1.2391
47.9707	-86	33.7876	-89.3267	3.32675
48	-85	33.8169	-89.4142	4.41425
48.0293	-82	33.8462	-89.5016	7.50163
48.0586	-81	33.8755	-89.5889	8.58891
48.0879	-81	33.9048	-89.676	8.67605
48.1172	-80	33.9341	-89.7631	9.76309
48.1465	-81	33.9634	-89.85	8.84999
48.1758	-82	33.9927	-89.9368	7.93676
48.2051	-84	34.022	-90.0234	6.02345
48.2344	-84	34.0513	-90.11	6.10998
48.2637	-85	34.0806	-90.1964	5.19642
48.293	-85	34.1099	-90.2827	5.28272
48.3223	-85	34.1392	-90.3689	5.3689
48.3516	-85	34.1685	-90.455	5.45498
48.3809	-84	34.1978	-90.5409	6.54092
48.4103	-84	34.2271	-90.6268	6.62677
48.4396	-84	34.2564	-90.7125	6.71248
48.4689	-85	34.2857	-90.7981	5.79806
48.4982	-84	34.315	-90.8836	6.88356
48.5275	-84	34.3443	-90.9689	6.96891
48.5568	-85	34.3736	-91.0542	6.05417
48.5861	-88	34.4029	-91.1393	3.13929
48.6154	-91	34.4322	-91.2243	0.224285
48.6447	-95	34.4615	-91.3092	-3.6908
48.674	-96	34.4908	-91.394	-4.60604
48.7033	-97	34.5202	-91.4786	-5.52136
48.7326	-98	34.5495	-91.5632	-6.43682
48.7619	-100	34.5787	-91.6476	-8.3524
48.7912	-102	34.6081	-91.7319	-10.2681
48.8205	-103	34.6374	-91.8161	-11.1839
48.8498	-103	34.6667	-91.9002	-11.0998
48.8791	-103	34.696	-91.9842	-11.0158
48.9084	-103	34.7253	-92.068	-10.932
48.9377	-104	34.7546	-92.1518	-11.8482
48.967	-105	34.7839	-92.2354	-12.7646
48.9963	-105	34.8132	-92.3189	-12.6811
49.0256	-104	34.8425	-92.4023	-11.5977
49.0549	-101	34.8718	-92.4856	-8.51435
49.0842	-98	34.9011	-92.5688	-5.43118
49.1135	-95	34.9304	-92.6519	-2.34813
49.1429	-92	34.9597	-92.7348	0.734838
49.1722	-91	34.989	-92.8177	1.81767
49.2015	-89	35.0183	-92.9004	3.90041
49.2308	-88	35.0476	-92.983	4.98302
49.2601	-87	35.0769	-93.0655	6.06551
49.2894	-86	35.1062	-93.1479	7.14792
49.3187	-85	35.1355	-93.2302	8.23019
49.348	-84	35.1648	-93.3124	9.31238
49.3773	-85	35.1941	-93.3944	8.39443
49.4066	-85	35.2234	-93.4764	8.47637
49.4359	-87	35.2527	-93.5582	6.55823
49.4652	-89	35.2821	-93.6399	4.63995
49.4945	-90	35.3114	-93.7216	3.72159
49.5238	-90	35.3407	-93.8031	3.80309
49.5531	-91	35.37	-93.8845	2.88448
49.5824	-92	35.3993	-93.9658	1.96579
49.6117	-95	35.4286	-94.047	-0.953037
49.641	-98	35.4579	-94.1281	-3.87194
49.6703	-100	35.4872	-94.209	-5.79099
49.6996	-101	35.5165	-94.2899	-6.71014
49.7289	-103	35.5458	-94.3706	-8.62937
49.7582	-104	35.5751	-94.4513	-9.54874
49.7876	-105	35.6044	-94.5318	-10.4682
49.8169	-105	35.6337	-94.6122	-10.3878
49.8462	-106	35.663	-94.6925	-11.3075
49.8755	-105	35.6923	-94.7728	-10.2272
49.9048	-105	35.7216	-94.8529	-10.1471
49.9341	-106	35.7509	-94.9329	-11.0671
49.9634	-106	35.7802	-95.0128	-10.9872
49.9927	-105	35.8095	-95.0926	-9.90745
50.022	-106	35.8388	-95.1723	-10.8277
50.0513	-106	35.8681	-95.2518	-10.7482
50.0806	-108	35.8974	-95.3313	-12.6687
50.1099	-109	35.9267	-95.4107	-13.5893
50.1392	-111	35.956	-95.4899	-15.5101
50.1685	-113	35.9854	-95.5691	-17.4309
50.1978	-113	36.0147	-95.6481	-17.3519
50.2271	-110	36.044	-95.7271	-14.2729
50.2564	-109	36.0733	-95.8059	-13.1941
50.2857	-106	36.1026	-95.8847	-10.1153
50.315	-105	36.1319	-95.9633	-9.03669
50.3443	-104	36.1612	-96.0418	-7.95816
50.3736	-103	36.1905	-96.1203	-6.87972
50.4029	-102	36.2198	-96.1986	-5.8014
50.4322	-100	36.2491	-96.2768	-3.72319
50.4615	-99	36.2784	-96.3549	-2.64505
50.4908	-98	36.3077	-96.433	-1.56704
50.5202	-98	36.337	-96.5109	-1.48911
50.5495	-97	36.3663	-96.5887	-0.411307
50.5787	-96	36.3956	-96.6664	0.666394
50.6081	-96	36.4249	-96.744	0.744021
50.6374	-94	36.4542	-96.8215	2.82152
50.6667	-93	36.4835	-96.8989	3.89894
50.696	-93	36.5128	-96.9762	3.97624
50.7253	-92	36.5421	-97.0534	5.05343
50.7546	-92	36.5714	-97.1306	5.13055
50.7839	-92	36.6007	-97.2075	5.20755
50.8132	-92	36.63	-97.2845	5.28447
50.8425	-93	36.6593	-97.3613	4.36126
50.8718	-94	36.6886	-97.438	3.43796
50.9011	-96	36.718	-97.5146	1.51458
50.9304	-97	36.7473	-97.5911	0.59107
50.9597	-96	36.7766	-97.6675	1.66749
50.989	-93	36.8059	-97.7438	4.74379
51.0183	-92	36.8352	-97.82	5.82001
51.0476	-92	36.8645	-97.8961	5.89611
51.0769	-92	36.8938	-97.9721	5.97211
51.1062	-94	36.9231	-98.048	4.04803
51.1355	-94	36.9524	-98.1238	4.12384
51.1648	-96	36.9817	-98.1996	2.19957
51.1941	-97	37.011	-98.2752	1.27517
51.2234	-97	37.0403	-98.3507	1.35068
51.2527	-98	37.0696	-98.4261	0.426122
51.282	-99	37.0989	-98.5014	-0.498563
51.3114	-102	37.1282	-98.5767	-3.42332
51.3407	-102	37.1575	-98.6518	-3.3482
51.37	-102	37.1868	-98.7268	-3.27317
51.3993	-102	37.2161	-98.8018	-3.19822
51.4286	-103	37.2454	-98.8766	-4.12339
51.4579	-103	37.2747	-98.9514	-4.04863
51.4872	-102	37.304	-99.026	-2.97399
51.5165	-101	37.3333	-99.1006	-1.89945
51.5458	-101	37.3626	-99.175	-1.82497
51.5751	-101	37.3919	-99.2494	-1.75062
51.6044	-100	37.4213	-99.3237	-0.676338
51.6337	-98	37.4506	-99.3978	1.39782
51.663	-96	37.4798	-99.4719	3.47189
51.6923	-96	37.5092	-99.5459	3.54589
51.7216	-95	37.5385	-99.6198	4.61977
51.7509	-95	37.5678	-99.6936	4.69358
51.7802	-93	37.5971	-99.7673	6.76727
51.8095	-93	37.6264	-99.8409	6.84086
51.8388	-93	37.6557	-99.9144	6.91439
51.8681	-94	37.685	-99.9878	5.9878
51.8974	-95	37.7143	-100.061	5.06114
51.9267	-94	37.7436	-100.134	6.13436
51.956	-92	37.7729	-100.207	8.20749
51.9853	-92	37.8022	-100.281	8.28055
52.0147	-92	37.8315	-100.353	8.3535
52.044	-91	37.8608	-100.426	9.42637
52.0733	-92	37.8901	-100.499	8.49913
52.1026	-93	37.9194	-100.572	7.5718
52.1319	-96	37.9487	-100.644	4.6444
52.1612	-97	37.978	-100.717	3.71688
52.1905	-96	38.0073	-100.789	4.7893
52.2198	-95	38.0366	-100.862	5.8616
52.2491	-95	38.0659	-100.934	5.9338
52.2784	-94	38.0952	-101.006	7.00595
52.3077	-94	38.1245	-101.078	7.07797
52.337	-93	38.1539	-101.15	8.14993
52.3663	-93	38.1832	-101.222	8.22178
52.3956	-92	38.2125	-101.294	9.29353
