tkepr	kepr	tfit	fit	res
17.0843	242	2.9011	256.344	-14.3436
17.1136	242	2.9304	255.119	-13.1188
17.1429	244	2.95971	253.9	-9.89983
17.1722	245	2.98901	252.688	-7.68761
17.2015	246	3.01832	251.481	-5.48123
17.2308	246	3.04762	250.281	-4.28147
17.2601	245	3.07692	249.088	-4.08786
17.2894	243	3.10623	247.9	-4.89994
17.3187	242	3.13553	246.718	-4.7185
17.348	241	3.16484	245.543	-4.54266
17.3773	241	3.19414	244.373	-3.37319
17.4066	241	3.22344	243.21	-2.20965
17.4359	240	3.25275	242.052	-2.05158
17.4652	238	3.28205	240.9	-2.89975
17.4945	237	3.31136	239.753	-2.75331
17.5238	236	3.34066	238.613	-2.61301
17.5531	236	3.36996	237.478	-1.47841
17.5824	236	3.39927	236.349	-0.349079
17.6117	235	3.42857	235.226	-0.225755
17.641	235	3.45788	234.108	0.892375
17.6703	236	3.48718	232.995	3.00459
17.6996	236	3.51648	231.889	4.11131
17.7289	236	3.54579	230.787	5.21296
17.7582	236	3.57509	229.691	6.30882
17.7876	237	3.6044	228.6	8.39967
17.8168	236	3.6337	227.515	8.48483
17.8462	237	3.663	226.435	10.5647
17.8755	237	3.69231	225.36	11.6397
17.9048	237	3.72161	224.291	12.709
17.9341	237	3.75092	223.226	13.7736
17.9634	236	3.78022	222.167	13.8327
17.9927	236	3.80952	221.113	14.8866
18.022	237	3.83883	220.064	16.9359
18.0513	238	3.86813	219.02	18.9798
18.0806	237	3.89744	217.981	19.019
18.1099	237	3.92674	216.947	20.0529
18.1392	236	3.95604	215.918	20.0819
18.1685	233	3.98535	214.894	18.1063
18.1978	230	4.01465	213.874	16.1256
18.2271	228	4.04396	212.86	15.1403
18.2564	225	4.07326	211.85	13.15
18.2857	222	4.10256	210.845	11.1549
18.315	221	4.13187	209.845	11.1554
18.3443	219	4.16117	208.849	10.1509
18.3736	217	4.19048	207.858	9.14202
18.4029	215	4.21978	206.872	8.12823
18.4322	213	4.24908	205.89	7.10986
18.4615	212	4.27839	204.913	7.08726
18.4908	209	4.30769	203.94	5.0598
18.5202	206	4.337	202.972	3.02819
18.5495	205	4.3663	202.008	2.99178
18.5787	205	4.3956	201.049	3.95094
18.6081	205	4.42491	200.094	4.90602
18.6374	205	4.45421	199.144	5.85641
18.6667	206	4.48352	198.197	7.80279
18.696	207	4.51282	197.255	9.74453
18.7253	208	4.54212	196.318	11.682
18.7546	208	4.57143	195.384	12.6155
18.7839	207	4.60073	194.456	12.5445
18.8132	207	4.63004	193.53	13.4696
18.8425	207	4.65934	192.61	14.3902
18.8718	204	4.68864	191.693	12.3067
18.9011	200	4.71795	190.781	9.2194
18.9304	196	4.74725	189.872	6.12769
18.9597	193	4.77656	188.968	4.03224
18.989	192	4.80586	188.068	3.93245
19.0183	194	4.83517	187.171	6.82896
19.0476	194	4.86447	186.279	7.7212
19.0769	196	4.89377	185.391	10.6095
19.1062	195	4.92308	184.506	10.4941
19.1355	196	4.95238	183.625	12.3746
19.1648	194	4.98169	182.748	11.2515
19.1941	192	5.01099	181.876	10.1243
19.2234	189	5.04029	181.007	7.9932
19.2527	187	5.0696	180.141	6.85863
19.2821	184	5.0989	179.28	4.72
19.3114	181	5.12821	178.422	2.57791
19.3407	177	5.15751	177.568	-0.568184
19.37	175	5.18681	176.718	-1.71798
19.3993	174	5.21612	175.871	-1.87116
19.4286	172	5.24542	175.028	-3.02828
19.4579	172	5.27473	174.189	-2.18873
19.4872	173	5.30403	173.353	-0.353077
19.5165	174	5.33333	172.521	1.479
19.5458	175	5.36264	171.692	3.3078
19.5751	176	5.39194	170.867	5.13279
19.6044	176	5.42125	170.045	5.95454
19.6337	175	5.45055	169.227	5.77253
19.663	174	5.47985	168.413	5.58705
19.6923	174	5.50916	167.602	6.39841
19.7216	173	5.53846	166.794	6.20606
19.7509	171	5.56777	165.989	5.01059
19.7802	168	5.59707	165.189	2.81146
19.8095	166	5.62637	164.391	1.60898
19.8388	166	5.65568	163.597	2.40343
19.8681	167	5.68498	162.806	4.19429
19.8974	169	5.71429	162.018	6.98212
19.9267	170	5.74359	161.234	8.76642
19.956	172	5.77289	160.453	11.5475
19.9854	173	5.8022	159.674	13.3255
20.0147	172	5.8315	158.9	13.1001
20.044	169	5.86081	158.128	10.8718
20.0733	166	5.89011	157.36	8.63999
20.1026	162	5.91941	156.595	5.40505
20.1319	158	5.94872	155.833	2.16724
20.1612	155	5.97802	155.074	-0.0739457
20.1905	152	6.00733	154.318	-2.31797
20.2198	150	6.03663	153.565	-3.56534
20.2491	148	6.06593	152.816	-4.81576
20.2784	146	6.09524	152.069	-6.06897
20.3077	147	6.12454	151.325	-4.32546
20.337	147	6.15385	150.585	-3.58469
20.3663	148	6.18315	149.847	-1.84717
20.3956	149	6.21245	149.113	-0.112617
20.4249	149	6.24176	148.381	0.619238
20.4542	150	6.27106	147.652	2.34791
20.4835	151	6.30037	146.926	4.07391
20.5128	152	6.32967	146.203	5.79677
20.5421	152	6.35897	145.483	6.51675
20.5714	152	6.38828	144.766	7.23412
20.6007	153	6.41758	144.052	8.94839
20.63	153	6.44689	143.34	9.66007
20.6593	152	6.47619	142.631	9.3687
20.6886	152	6.50549	141.925	10.0745
20.7179	152	6.5348	141.222	10.7778
20.7473	152	6.5641	140.522	11.4781
20.7766	151	6.59341	139.824	11.1759
20.8059	149	6.62271	139.129	9.87072
20.8352	145	6.65201	138.437	6.56282
20.8645	141	6.68132	137.748	3.25246
20.8938	138	6.71062	137.061	0.939181
20.9231	134	6.73993	136.377	-2.37653
20.9524	131	6.76923	135.695	-4.69513
20.9817	126	6.79853	135.016	-9.01636
21.011	123	6.82784	134.34	-11.34
21.0403	121	6.85714	133.666	-12.6665
21.0696	121	6.88645	132.995	-11.9953
21.0989	123	6.91575	132.327	-9.3269
21.1282	123	6.94506	131.661	-8.66086
21.1575	123	6.97436	130.998	-7.9976
21.1868	123	7.00366	130.337	-7.33686
21.2161	123	7.03297	129.678	-6.67842
21.2454	124	7.06227	129.023	-5.02271
21.2747	124	7.09158	128.369	-4.36926
21.304	123	7.12088	127.719	-4.71851
21.3333	120	7.15018	127.07	-7.07022
21.3626	117	7.17949	126.424	-9.42416
21.3919	115	7.20879	125.781	-10.7807
21.4213	114	7.2381	125.14	-11.1395
21.4506	113	7.2674	124.501	-11.501
21.4798	111	7.2967	123.865	-12.8648
21.5092	110	7.32601	123.231	-13.2307
21.5385	109	7.35531	122.599	-13.5993
21.5678	108	7.38462	121.97	-13.97
21.5971	106	7.41392	121.343	-15.3432
21.6264	105	7.44322	120.719	-15.7188
21.6557	105	7.47253	120.096	-15.0964
21.685	105	7.50183	119.477	-14.4766
21.7143	105	7.53114	118.859	-13.8589
21.7436	105	7.56044	118.244	-13.2436
21.7729	107	7.58974	117.631	-10.6306
21.8022	110	7.61905	117.02	-7.01965
21.8315	111	7.64835	116.411	-5.41114
21.8608	112	7.67766	115.805	-3.80465
21.8901	114	7.70696	115.201	-1.20058
21.9194	115	7.73626	114.599	0.401292
21.9487	114	7.76557	113.999	0.00117983
21.978	114	7.79487	113.401	0.598686
22.0073	113	7.82418	112.806	0.19423
22.0366	112	7.85348	112.213	-0.212582
22.0659	112	7.88278	111.622	0.378464
22.0952	112	7.91209	111.032	0.967582
22.1245	111	7.94139	110.446	0.554379
22.1538	110	7.9707	109.861	0.139269
22.1832	111	8	109.278	1.72186
22.2125	111	8.0293	108.698	2.30237
22.2418	110	8.05861	108.119	1.88101
22.2711	108	8.08791	107.543	0.457383
22.3004	105	8.11722	106.968	-1.9681
22.3297	104	8.14652	106.396	-2.39581
22.359	104	8.17582	105.826	-1.82556
22.3883	104	8.20513	105.257	-1.25713
22.4176	107	8.23443	104.691	2.30909
22.4469	111	8.26374	104.126	6.87352
22.4762	116	8.29304	103.564	12.4358
22.5055	118	8.32234	103.004	14.996
22.5348	119	8.35165	102.445	16.5545
22.5641	118	8.38095	101.889	16.1109
22.5934	117	8.41026	101.335	15.6654
22.6227	117	8.43956	100.782	16.2179
22.652	117	8.46886	100.232	16.7685
22.6813	117	8.49817	99.6827	17.3173
22.7106	114	8.52747	99.136	14.864
22.7399	112	8.55678	98.591	13.409
22.7692	109	8.58608	98.0481	10.9519
22.7985	106	8.61538	97.507	8.49299
22.8278	102	8.64469	96.9676	5.03238
22.8571	99	8.67399	96.4303	2.56972
22.8865	95	8.7033	95.8946	-0.894607
22.9157	90	8.7326	95.3609	-5.36095
22.945	87	8.7619	94.8291	-7.82912
22.9744	85	8.79121	94.2989	-9.29893
23.0037	84	8.82051	93.7707	-9.77073
23.033	84	8.84982	93.2441	-9.24414
23.0623	84	8.87912	92.7195	-8.71953
23.0916	84	8.90843	92.1965	-8.19652
23.1209	84	8.93773	91.6755	-7.67547
23.1502	84	8.96703	91.1562	-7.15617
23.1795	84	8.99634	90.6385	-6.63845
23.2088	83	9.02564	90.1227	-7.12266
23.2381	83	9.05495	89.6084	-6.60843
23.2674	83	9.08425	89.0961	-6.0961
23.2967	84	9.11355	88.5855	-4.58549
23.326	85	9.14286	88.0764	-3.07641
23.3553	87	9.17216	87.5692	-0.569217
23.3846	88	9.20147	87.0635	0.93646
23.4139	89	9.23077	86.5597	2.44028
23.4432	89	9.26007	86.0576	2.94242
23.4725	89	9.28938	85.5569	3.44307
23.5018	88	9.31868	85.0581	2.94188
23.5311	87	9.34799	84.5608	2.43921
23.5604	84	9.37729	84.0653	-0.0652711
23.5897	83	9.40659	83.5714	-0.571388
23.6191	83	9.4359	83.079	-0.0789645
23.6484	82	9.4652	82.5883	-0.588328
23.6777	82	9.49451	82.0991	-0.0991367
23.707	82	9.52381	81.6117	0.388285
23.7363	83	9.55311	81.1259	1.87411
23.7656	81	9.58242	80.6415	0.358514
23.7949	79	9.61172	80.1588	-1.15883
23.8242	78	9.64103	79.6776	-1.67758
23.8535	76	9.67033	79.1981	-3.19806
23.8828	74	9.69963	78.7201	-4.72009
23.9121	71	9.72894	78.2435	-7.24352
23.9414	69	9.75824	77.7686	-8.76864
23.9707	68	9.78755	77.2951	-9.29514
24	67	9.81685	76.8233	-9.82333
24.0293	67	9.84615	76.353	-9.35304
24.0586	70	9.87546	75.8841	-5.8841
24.0879	74	9.90476	75.4168	-1.41682
24.1172	76	9.93407	74.9509	1.04911
24.1465	78	9.96337	74.4866	3.5134
24.1758	80	9.99267	74.0238	5.9762
24.2051	81	10.022	73.5623	7.43769
24.2344	82	10.0513	73.1025	8.89754
24.2637	82	10.0806	72.6439	9.35609
24.293	82	10.1099	72.187	9.81303
24.3223	81	10.1392	71.7315	9.26853
24.3516	82	10.1685	71.2773	10.7227
24.3809	81	10.1978	70.8247	10.1753
24.4103	81	10.2271	70.3733	10.6267
24.4396	82	10.2564	69.9235	12.0765
24.4689	82	10.2857	69.4752	12.5248
24.4982	81	10.315	69.0281	11.9719
24.5275	78	10.3443	68.5826	9.41745
24.5568	76	10.3736	68.1383	7.86175
24.5861	74	10.4029	67.6955	6.30451
24.6154	73	10.4322	67.2541	5.74588
24.6447	73	10.4615	66.814	6.18604
24.674	73	10.4908	66.3753	6.62467
24.7033	73	10.5201	65.9379	7.0621
24.7326	73	10.5495	65.502	7.49801
24.7619	73	10.5788	65.0674	7.93258
24.7912	72	10.6081	64.634	7.36595
24.8205	71	10.6374	64.2022	6.79784
24.8498	69	10.6667	63.7715	5.22854
24.8791	66	10.696	63.3422	2.65777
24.9084	65	10.7253	62.9143	2.08568
24.9377	63	10.7546	62.4876	0.512429
24.967	60	10.7839	62.0623	-2.06228
24.9963	57	10.8132	61.6381	-4.63814
25.0256	55	10.8425	61.2154	-6.21544
25.055	55	10.8718	60.7939	-5.79389
25.0843	54	10.9011	60.3738	-6.37377
25.1136	53	10.9304	59.9549	-6.95492
25.1429	53	10.9597	59.5372	-6.5372
25.1722	54	10.989	59.1209	-5.12089
25.2015	54	11.0183	58.7057	-4.70569
25.2308	53	11.0476	58.2919	-5.29189
25.2601	53	11.0769	57.8793	-4.87934
25.2894	53	11.1062	57.4679	-4.4679
25.3187	52	11.1355	57.0578	-5.05783
25.348	50	11.1648	56.6488	-6.64885
25.3773	49	11.1941	56.2412	-7.24124
25.4066	50	11.2234	55.8348	-5.83484
25.4359	49	11.2528	55.4295	-6.42953
25.4652	48	11.2821	55.0256	-7.02556
25.4945	46	11.3114	54.6227	-8.62266
25.5238	45	11.3407	54.2211	-9.22109
25.5531	44	11.37	53.8207	-9.82072
25.5824	42	11.3993	53.4214	-11.4214
25.6117	40	11.4286	53.0234	-13.0234
25.641	40	11.4579	52.6264	-12.6264
25.6703	39	11.4872	52.2308	-13.2308
25.6996	38	11.5165	51.8363	-13.8363
25.7289	37	11.5458	51.4429	-14.4429
25.7582	37	11.5751	51.0507	-14.0507
25.7876	38	11.6044	50.6595	-12.6595
25.8168	38	11.6337	50.2697	-12.2697
25.8462	40	11.663	49.881	-9.88095
25.8755	42	11.6923	49.4932	-7.49323
25.9048	43	11.7216	49.1068	-6.10678
25.9341	43	11.7509	48.7213	-5.72132
25.9634	43	11.7802	48.3371	-5.33711
25.9927	44	11.8095	47.954	-3.95402
26.022	46	11.8388	47.5719	-1.57191
26.0513	48	11.8681	47.191	0.80896
26.0806	51	11.8974	46.8111	4.18886
26.1099	51	11.9267	46.4325	4.56753
26.1392	52	11.956	46.0549	5.94511
26.1685	51	11.9854	45.6783	5.32173
26.1978	49	12.0147	45.3029	3.69713
26.2271	46	12.044	44.9284	1.07159
26.2564	43	12.0733	44.5552	-1.55516
26.2857	40	12.1026	44.183	-4.18297
26.315	37	12.1319	43.8117	-6.81173
26.3443	35	12.1612	43.4417	-8.44167
26.3736	33	12.1905	43.0725	-10.0725
26.4029	31	12.2198	42.7046	-11.7046
26.4322	31	12.2491	42.3377	-11.3377
26.4615	32	12.2784	41.9717	-9.9717
26.4908	32	12.3077	41.6069	-9.60687
26.5202	32	12.337	41.243	-9.24296
26.5495	33	12.3663	40.8802	-7.8802
26.5787	33	12.3956	40.5185	-7.51846
26.6081	33	12.4249	40.1576	-7.15762
26.6374	33	12.4542	39.7979	-6.79792
26.6667	31	12.4835	39.4391	-8.43911
26.696	29	12.5128	39.0814	-10.0814
26.7253	28	12.5421	38.7248	-10.7248
26.7546	25	12.5714	38.369	-13.369
26.7839	24	12.6007	38.0143	-14.0143
26.8132	25	12.63	37.6605	-12.6605
26.8425	24	12.6593	37.3077	-13.3077
26.8718	24	12.6886	36.956	-12.956
26.9011	23	12.718	36.6052	-13.6052
26.9304	23	12.7472	36.2554	-13.2554
26.9597	24	12.7766	35.9065	-11.9065
26.989	25	12.8059	35.5586	-10.5586
27.0183	26	12.8352	35.2116	-9.21165
27.0476	29	12.8645	34.8657	-5.86573
27.0769	33	12.8938	34.5208	-1.52077
27.1062	36	12.9231	34.1766	1.82335
27.1355	38	12.9524	33.8336	4.16641
27.1648	39	12.9817	33.4913	5.50865
27.1941	39	13.011	33.1502	5.84983
27.2234	39	13.0403	32.8099	6.19008
27.2527	39	13.0696	32.4705	6.52951
27.2821	39	13.0989	32.1321	6.8679
27.3114	40	13.1282	31.7945	8.20548
27.3407	41	13.1575	31.458	9.54202
27.37	41	13.1868	31.1223	9.87765
27.3993	40	13.2161	30.7875	9.21249
27.4286	39	13.2454	30.4537	8.5463
27.4579	38	13.2747	30.1207	7.87931
27.4872	38	13.304	29.7887	8.21132
27.5165	37	13.3333	29.4576	7.54242
27.5458	37	13.3626	29.1273	7.87275
27.5751	36	13.3919	28.7979	7.20207
27.6044	35	13.4212	28.4694	6.53062
27.6337	34	13.4506	28.1418	5.85817
27.663	34	13.4799	27.8152	6.18485
27.6923	35	13.5092	27.4892	7.51076
27.7216	35	13.5385	27.1643	7.83568
27.7509	33	13.5678	26.8402	6.15985
27.7802	33	13.5971	26.517	6.48304
27.8095	35	13.6264	26.1946	8.80537
27.8388	37	13.6557	25.8731	11.1269
27.8681	38	13.685	25.5524	12.4476
27.8974	40	13.7143	25.2326	14.7674
27.9267	42	13.7436	24.9136	17.0864
27.956	44	13.7729	24.5956	19.4044
27.9854	45	13.8022	24.2782	20.7218
28.0147	46	13.8315	23.9618	22.0382
28.044	47	13.8608	23.6462	23.3538
28.0733	47	13.8901	23.3315	23.6685
28.1026	47	13.9194	23.0176	23.9824
28.1319	46	13.9487	22.7044	23.2956
28.1612	45	13.978	22.3921	22.6079
28.1905	45	14.0073	22.0806	22.9194
28.2198	44	14.0366	21.77	22.23
28.2491	42	14.0659	21.4602	20.5398
28.2784	41	14.0952	21.1511	19.8489
28.3077	42	14.1245	20.8429	21.1571
28.337	42	14.1539	20.5354	21.4646
28.3663	43	14.1831	20.2288	22.7712
28.3956	42	14.2125	19.923	22.077
28.4249	41	14.2418	19.6179	21.3821
28.4542	41	14.2711	19.3137	21.6863
28.4835	42	14.3004	19.0102	22.9898
28.5128	42	14.3297	18.7075	23.2925
28.5421	42	14.359	18.4057	23.5943
28.5714	42	14.3883	18.1045	23.8955
28.6007	42	14.4176	17.8042	24.1958
28.63	42	14.4469	17.5046	24.4954
28.6593	43	14.4762	17.2058	25.7942
28.6886	42	14.5055	16.9078	25.0922
28.7179	40	14.5348	16.6105	23.3895
28.7473	39	14.5641	16.314	22.686
28.7766	39	14.5934	16.0182	22.9818
28.8059	40	14.6227	15.7232	24.2768
28.8352	39	14.652	15.429	23.571
28.8645	37	14.6813	15.1355	21.8645
28.8938	34	14.7106	14.8427	19.1573
28.9231	32	14.7399	14.5507	17.4493
28.9524	30	14.7692	14.2594	15.7406
28.9817	29	14.7985	13.9689	15.0311
29.011	28	14.8278	13.6791	14.3209
29.0403	26	14.8571	13.3901	12.6099
29.0696	25	14.8865	13.1017	11.8983
29.0989	25	14.9158	12.8141	12.1859
29.1282	25	14.9451	12.5271	12.4729
29.1575	23	14.9744	12.241	10.759
29.1868	22	15.0037	11.9556	10.0444
29.2161	22	15.033	11.6708	10.3292
29.2454	23	15.0623	11.3868	11.6132
29.2747	24	15.0916	11.1035	12.8965
29.304	24	15.1209	10.8209	13.1791
29.3333	23	15.1502	10.539	12.461
29.3626	22	15.1795	10.2578	11.7422
29.3919	21	15.2088	9.97732	11.0227
29.4213	22	15.2381	9.69747	12.3025
29.4506	24	15.2674	9.4184	14.5816
29.4798	26	15.2967	9.14002	16.86
29.5092	27	15.326	8.86224	18.1378
29.5385	26	15.3553	8.58524	17.4148
29.5678	25	15.3846	8.30883	16.6912
29.5971	25	15.4139	8.03319	16.9668
29.6264	25	15.4432	7.75824	17.2418
29.6557	24	15.4725	7.48386	16.5161
29.685	23	15.5018	7.21026	15.7897
29.7143	22	15.5311	6.93723	15.0628
29.7436	20	15.5604	6.66497	13.335
29.7729	18	15.5897	6.39337	11.6066
29.8022	15	15.6191	6.12234	8.87766
29.8315	14	15.6483	5.85207	8.14793
29.8608	14	15.6777	5.58236	8.41764
29.8901	15	15.707	5.3134	9.6866
29.9194	15	15.7363	5.0451	9.9549
29.9487	16	15.7656	4.77736	11.2226
29.978	19	15.7949	4.51036	14.4896
30.0073	21	15.8242	4.24391	16.7561
30.0366	21	15.8535	3.97821	17.0218
30.0659	21	15.8828	3.71314	17.2869
30.0952	20	15.9121	3.44862	16.5514
30.1245	19	15.9414	3.18484	15.8152
30.1538	17	15.9707	2.92159	14.0784
30.1832	17	16	2.65907	14.3409
30.2125	16	16.0293	2.39719	13.6028
30.2418	15	16.0586	2.13584	12.8642
30.2711	16	16.0879	1.87521	14.1248
30.3004	16	16.1172	1.61511	14.3849
30.3297	16	16.1465	1.35572	14.6443
30.359	18	16.1758	1.09696	16.903
30.3883	20	16.2051	0.838721	19.1613
30.4176	21	16.2344	0.581187	20.4188
30.4469	23	16.2637	0.32418	22.6758
30.4762	25	16.293	0.0678709	24.9321
30.5055	26	16.3223	-0.187829	26.1878
30.5348	26	16.3516	-0.44301	26.443
30.5641	26	16.3809	-0.697499	26.6975
30.5934	29	16.4103	-0.951472	29.9515
30.6227	30	16.4396	-1.20476	31.2048
30.652	29	16.4689	-1.45745	30.4574
30.6813	27	16.4982	-1.70963	28.7096
30.7106	23	16.5275	-1.96112	24.9611
30.7399	20	16.5568	-2.21212	22.2121
30.7692	15	16.5861	-2.46243	17.4624
30.7985	13	16.6154	-2.71216	15.7122
30.8278	10	16.6447	-2.96139	12.9614
30.8571	7	16.674	-3.20995	10.21
30.8865	5	16.7033	-3.45801	8.45801
30.9157	3	16.7326	-3.70541	6.70541
30.945	2	16.7619	-3.95224	5.95224
30.9744	1	16.7912	-4.19857	5.19857
31.0037	1	16.8205	-4.44424	5.44424
31.033	3	16.8498	-4.68943	7.68943
31.0623	5	16.8791	-4.93396	9.93396
31.0916	7	16.9084	-5.17801	12.178
31.1209	7	16.9377	-5.42141	12.4214
31.1502	9	16.967	-5.66424	14.6642
31.1795	8	16.9963	-5.9066	13.9066
31.2088	8	17.0256	-6.14832	14.1483
31.2381	7	17.0549	-6.38956	13.3896
31.2674	7	17.0842	-6.63016	13.6302
31.2967	6	17.1136	-6.87021	12.8702
31.326	5	17.1429	-7.10978	12.1098
31.3553	6	17.1722	-7.34873	13.3487
31.3846	7	17.2015	-7.58721	14.5872
31.4139	9	17.2308	-7.82506	16.8251
31.4432	11	17.2601	-8.06237	19.0624
31.4725	13	17.2894	-8.29922	21.2992
31.5018	15	17.3187	-8.53544	23.5354
31.5311	15	17.348	-8.77121	23.7712
31.5604	15	17.3773	-9.00636	24.0064
31.5897	15	17.4066	-9.24097	24.241
31.6191	16	17.4359	-9.47513	25.4751
31.6484	15	17.4652	-9.70868	24.7087
31.6777	14	17.4945	-9.94178	23.9418
31.707	12	17.5238	-10.1743	22.1743
31.7363	10	17.5531	-10.4062	20.4062
31.7656	8	17.5824	-10.6378	18.6378
31.7949	5	17.6117	-10.8687	15.8687
31.8242	2	17.641	-11.0992	13.0992
31.8535	0	17.6703	-11.329	11.329
31.8828	-1	17.6996	-11.5584	10.5584
31.9121	-3	17.7289	-11.7873	8.78732
31.9414	-6	17.7582	-12.0157	6.01566
31.9707	-8	17.7876	-12.2436	4.24356
32	-10	17.8169	-12.4709	2.47087
32.0293	-13	17.8462	-12.6977	-0.30233
32.0586	-17	17.8755	-12.924	-4.07596
32.0879	-19	17.9048	-13.1498	-5.85017
32.1172	-23	17.9341	-13.3752	-9.6248
32.1465	-24	17.9634	-13.6	-10.4
32.1758	-25	17.9927	-13.8243	-11.1757
32.2051	-26	18.022	-14.0481	-11.9519
32.2344	-27	18.0513	-14.2714	-12.7286
32.2637	-29	18.0806	-14.4943	-14.5057
32.293	-30	18.1099	-14.7166	-15.2834
32.3223	-30	18.1392	-14.9384	-15.0616
32.3516	-30	18.1685	-15.1598	-14.8402
32.3809	-28	18.1978	-15.3806	-12.6194
32.4103	-29	18.2271	-15.601	-13.399
32.4396	-30	18.2564	-15.8209	-14.1791
32.4689	-30	18.2857	-16.0403	-13.9597
32.4982	-30	18.315	-16.2593	-13.7407
32.5275	-29	18.3443	-16.4777	-12.5223
32.5568	-28	18.3736	-16.6957	-11.3043
32.5861	-28	18.4029	-16.9131	-11.0869
32.6154	-27	18.4322	-17.1301	-9.86989
32.6447	-26	18.4615	-17.3467	-8.65331
32.674	-25	18.4908	-17.5627	-7.43728
32.7033	-25	18.5202	-17.7784	-7.22165
32.7326	-25	18.5495	-17.9934	-7.00655
32.7619	-26	18.5787	-18.2081	-7.79193
32.7912	-27	18.6081	-18.4223	-8.5777
32.8205	-27	18.6374	-18.636	-8.36401
32.8498	-27	18.6667	-18.8493	-8.15071
32.8791	-26	18.696	-19.0621	-6.93794
32.9084	-24	18.7253	-19.2744	-4.72563
32.9377	-24	18.7546	-19.4863	-4.51371
32.967	-23	18.7839	-19.6977	-3.30233
32.9963	-23	18.8132	-19.9087	-3.09132
33.0256	-20	18.8425	-20.1192	0.119159
33.0549	-16	18.8718	-20.3293	4.32926
33.0842	-13	18.9011	-20.5388	7.53883
33.1135	-11	18.9304	-20.748	9.74795
33.1429	-9	18.9597	-20.9567	11.9567
33.1722	-6	18.989	-21.1649	15.1649
33.2015	-5	19.0183	-21.3728	16.3728
33.2308	-4	19.0476	-21.5801	17.5801
33.2601	-4	19.0769	-21.787	17.787
33.2894	-6	19.1062	-21.9935	15.9935
33.3187	-8	19.1355	-22.1995	14.1995
33.348	-9	19.1648	-22.4052	13.4052
33.3773	-11	19.1941	-22.6103	11.6103
33.4066	-12	19.2234	-22.815	10.815
33.4359	-15	19.2527	-23.0194	8.01936
33.4652	-17	19.2821	-23.2232	6.22319
33.4945	-19	19.3114	-23.4267	4.42666
33.5238	-20	19.3407	-23.6296	3.62963
33.5531	-21	19.37	-23.8322	2.83217
33.5824	-20	19.3993	-24.0344	4.03436
33.6117	-20	19.4286	-24.236	4.23604
33.641	-21	19.4579	-24.4374	3.43737
33.6703	-22	19.4872	-24.6382	2.63821
33.6996	-20	19.5165	-24.8386	4.83863
33.7289	-18	19.5458	-25.0387	7.03869
33.7582	-16	19.5751	-25.2383	9.23826
33.7876	-13	19.6044	-25.4375	12.4375
33.8169	-11	19.6337	-25.6362	14.6362
33.8462	-8	19.663	-25.8345	17.8345
33.8755	-6	19.6923	-26.0325	20.0325
33.9048	-6	19.7216	-26.23	20.23
33.9341	-9	19.7509	-26.4272	17.4272
33.9634	-12	19.7802	-26.6238	14.6238
33.9927	-16	19.8095	-26.8201	10.8201
34.022	-20	19.8388	-27.016	7.01603
34.0513	-23	19.8681	-27.2115	4.21148
34.0806	-25	19.8974	-27.4066	2.40659
34.1099	-25	19.9267	-27.6012	2.60123
34.1392	-25	19.956	-27.7955	2.79547
34.1685	-26	19.9854	-27.9894	1.98937
34.1978	-27	20.0147	-28.1828	1.1828
34.2271	-28	20.044	-28.3759	0.375903
34.2564	-29	20.0733	-28.5685	-0.431461
34.2857	-29	20.1026	-28.7608	-0.239221
34.315	-31	20.1319	-28.9527	-2.04731
34.3443	-33	20.1612	-29.1441	-3.85586
34.3736	-32	20.1905	-29.3353	-2.66474
34.4029	-30	20.2198	-29.5259	-0.474074
34.4322	-29	20.2491	-29.7162	0.716201
34.4615	-28	20.2784	-29.9062	1.90615
34.4908	-28	20.3077	-30.0956	2.09565
34.5202	-29	20.337	-30.2848	1.28482
34.5495	-28	20.3663	-30.4735	2.47354
34.5787	-27	20.3956	-30.6619	3.66188
34.6081	-28	20.4249	-30.8499	2.8499
34.6374	-28	20.4542	-31.0375	3.03747
34.6667	-28	20.4835	-31.2247	3.22473
34.696	-29	20.5128	-31.4115	2.41154
34.7253	-29	20.5421	-31.598	2.59797
34.7546	-29	20.5714	-31.7841	2.78409
34.7839	-28	20.6007	-31.9698	3.96977
34.8132	-27	20.63	-32.1551	5.15513
34.8425	-27	20.6593	-32.3401	5.34006
34.8718	-29	20.6886	-32.5246	3.52462
34.9011	-32	20.718	-32.7089	0.708862
34.9304	-34	20.7473	-32.8927	-1.10733
34.9597	-35	20.7766	-33.0762	-1.92382
34.989	-36	20.8059	-33.2593	-2.74075
35.0183	-36	20.8352	-33.442	-2.55798
35.0476	-38	20.8645	-33.6244	-4.37564
35.0769	-41	20.8938	-33.8063	-7.19367
35.1062	-42	20.9231	-33.988	-8.012
35.1355	-41	20.9524	-34.1692	-6.83075
35.1648	-40	20.9817	-34.3502	-5.64981
35.1941	-40	21.011	-34.5307	-5.46928
35.2234	-42	21.0403	-34.7109	-7.28912
35.2527	-42	21.0696	-34.8907	-7.10926
35.282	-41	21.0989	-35.0702	-5.92981
35.3114	-39	21.1282	-35.2493	-3.75066
35.3407	-38	21.1575	-35.4281	-2.57193
35.37	-36	21.1868	-35.6065	-0.393546
35.3993	-33	21.2161	-35.7845	2.78454
35.4286	-33	21.2454	-35.9622	2.96221
35.4579	-35	21.2747	-36.1396	1.13959
