t1kepr	1kepr	t1fit	1fit	1res	t2kepr	2kepr	t2fit	2fit	2res
26.8425	3098	17.8462	3015.12	82.8812	26.8425	3570	17.3626	3575.72	-5.72374
26.8571	3096	17.8608	3013.78	82.2196	26.8571	3567	17.3773	3573.96	-6.95761
26.8718	3094	17.8755	3012.44	81.5564	26.8718	3566	17.3919	3572.19	-6.19265
26.8865	3092	17.8901	3011.11	80.8923	26.8865	3566	17.4066	3570.43	-4.42767
26.9011	3092	17.9048	3009.77	82.2257	26.9011	3565	17.4213	3568.67	-3.66508
26.9157	3092	17.9194	3008.44	83.5573	26.9157	3565	17.4359	3566.9	-1.90366
26.9304	3089	17.9341	3007.11	81.8873	26.9304	3564	17.4506	3565.14	-1.14341
26.945	3085	17.9487	3005.78	79.2156	26.945	3564	17.4652	3563.38	0.615653
26.9597	3079	17.9634	3004.46	74.5431	26.9597	3563	17.4799	3561.63	1.37475
26.9744	3073	17.978	3003.13	69.868	26.9744	3561	17.4945	3559.87	1.13147
26.989	3069	17.9927	3001.81	67.1913	26.989	3558	17.5092	3558.11	-0.112985
27.0037	3066	18.0073	3000.49	65.5129	27.0037	3556	17.5238	3556.36	-0.358607
27.0183	3064	18.022	2999.17	64.8337	27.0183	3556	17.5385	3554.6	1.3958
27.033	3061	18.0366	2997.85	63.1519	27.033	3555	17.5531	3552.85	2.14784
27.0476	3057	18.0513	2996.53	60.4685	27.0476	3553	17.5678	3551.1	1.89871
27.0623	3053	18.0659	2995.22	57.7834	27.0623	3550	17.5824	3549.35	0.648421
27.0769	3050	18.0806	2993.9	56.0967	27.0769	3549	17.5971	3547.6	1.39696
27.0916	3045	18.0952	2992.59	52.4091	27.0916	3549	17.6117	3545.85	3.14554
27.1062	3040	18.1099	2991.28	48.7191	27.1062	3548	17.6264	3544.11	3.89175
27.1209	3036	18.1245	2989.97	46.0273	27.1209	3546	17.641	3542.36	3.63681
27.1355	3032	18.1392	2988.67	43.334	27.1355	3544	17.6557	3540.62	3.38071
27.1502	3028	18.1538	2987.36	40.6389	27.1502	3543	17.6703	3538.88	4.12344
27.1648	3025	18.1685	2986.06	38.9431	27.1648	3540	17.685	3537.13	2.86621
27.1795	3022	18.1832	2984.76	37.2448	27.1795	3537	17.6996	3535.39	1.60664
27.1941	3020	18.1978	2983.46	36.5448	27.1941	3535	17.7143	3533.65	1.3459
27.2088	3018	18.2125	2982.16	35.8432	27.2088	3533	17.7289	3531.92	1.08402
27.2234	3017	18.2271	2980.86	36.1399	27.2234	3532	17.7436	3530.18	1.82098
27.2381	3017	18.2418	2979.56	37.4359	27.2381	3528	17.7582	3528.44	-0.442029
27.2527	3016	18.2564	2978.27	37.7293	27.2527	3524	17.7729	3526.71	-2.70737
27.2674	3016	18.2711	2976.98	39.0212	27.2674	3520	17.7875	3524.97	-4.97386
27.2821	3015	18.2857	2975.69	39.3114	27.2821	3517	17.8022	3523.24	-6.2415
27.2967	3015	18.3004	2974.4	40.5999	27.2967	3514	17.8169	3521.51	-7.51029
27.3114	3015	18.315	2973.11	41.8877	27.3114	3512	17.8315	3519.78	-7.77904
27.326	3016	18.3297	2971.83	44.173	27.326	3509	17.8462	3518.05	-9.05012
27.3407	3015	18.3443	2970.54	44.4567	27.3407	3506	17.8608	3516.32	-10.3223
27.3553	3015	18.359	2969.26	45.7387	27.3553	3505	17.8755	3514.6	-9.59571
27.37	3014	18.3736	2967.98	46.0192	27.37	3505	17.8901	3512.87	-7.87022
27.3846	3013	18.3883	2966.7	46.2988	27.3846	3502	17.9048	3511.14	-9.14469
27.3993	3010	18.4029	2965.42	44.576	27.3993	3500	17.9194	3509.42	-9.42148
27.4139	3008	18.4176	2964.15	43.8516	27.4139	3498	17.9341	3507.7	-9.6994
27.4286	3007	18.4322	2962.87	44.1256	27.4286	3496	17.9487	3505.98	-9.97847
27.4432	3005	18.4469	2961.6	43.3979	27.4432	3494	17.9634	3504.26	-10.2587
27.4579	3004	18.4615	2960.33	43.6695	27.4579	3492	17.978	3502.54	-10.5388
27.4725	3003	18.4762	2959.06	43.9387	27.4725	3489	17.9927	3500.82	-11.8213
27.4872	3003	18.4908	2957.79	45.2062	27.4872	3488	18.0073	3499.1	-11.1049
27.5018	3002	18.5055	2956.53	45.4721	27.5018	3488	18.022	3497.39	-9.38963
27.5165	3000	18.5201	2955.26	44.7364	27.5165	3488	18.0366	3495.68	-7.67549
27.5311	3001	18.5348	2954	47	27.5311	3489	18.0513	3493.96	-4.96131
27.5458	3001	18.5495	2952.74	48.2612	27.5458	3489	18.0659	3492.25	-3.24943
27.5604	3000	18.5641	2951.48	48.5207	27.5604	3491	18.0806	3490.54	0.461322
27.5751	2998	18.5787	2950.22	47.7786	27.5751	3494	18.0952	3488.83	5.17095
27.5897	2996	18.5934	2948.97	47.035	27.5897	3496	18.1099	3487.12	8.87945
27.6044	2993	18.6081	2947.71	45.2906	27.6044	3495	18.1245	3485.41	9.588
27.6191	2991	18.6227	2946.46	44.5438	27.6191	3494	18.1392	3483.71	10.2943
27.6337	2989	18.6374	2945.2	43.7954	27.6337	3493	18.1538	3482	10.9994
27.6484	2987	18.652	2943.95	43.0454	27.6484	3492	18.1685	3480.3	11.7034
27.663	2986	18.6667	2942.71	43.2938	27.663	3491	18.1831	3478.59	12.4063
27.6777	2983	18.6813	2941.46	41.5415	27.6777	3490	18.1978	3476.89	13.1092
27.6923	2981	18.696	2940.21	40.7868	27.6923	3489	18.2125	3475.19	13.8099
27.707	2977	18.7106	2938.97	38.0305	27.707	3487	18.2271	3473.49	13.5094
27.7216	2974	18.7253	2937.73	36.2726	27.7216	3484	18.2418	3471.79	12.2079
27.7363	2973	18.7399	2936.49	36.5131	27.7363	3479	18.2564	3470.09	8.90518
27.7509	2971	18.7546	2935.25	35.753	27.7509	3475	18.2711	3468.4	6.60254
27.7656	2969	18.7692	2934.01	34.9904	27.7656	3471	18.2857	3466.7	4.29763
27.7802	2968	18.7839	2932.77	35.2262	27.7802	3468	18.3004	3465.01	2.99161
27.7949	2968	18.7985	2931.54	36.4605	27.7949	3465	18.315	3463.32	1.68448
27.8095	2968	18.8132	2930.31	37.6933	27.8095	3463	18.3297	3461.62	1.37624
27.8242	2968	18.8278	2929.07	38.9253	27.8242	3463	18.3443	3459.93	3.06805
27.8388	2969	18.8425	2927.85	41.1549	27.8388	3462	18.359	3458.24	3.7576
27.8535	2971	18.8571	2926.62	44.3829	27.8535	3461	18.3736	3456.55	4.44604
27.8681	2973	18.8718	2925.39	47.6094	27.8681	3459	18.3883	3454.87	4.13338
27.8828	2975	18.8864	2924.17	50.8344	27.8828	3458	18.4029	3453.18	4.81961
27.8974	2977	18.9011	2922.94	54.0586	27.8974	3456	18.4176	3451.49	4.5059
27.9121	2977	18.9157	2921.72	55.2805	27.9121	3453	18.4322	3449.81	3.18993
27.9267	2976	18.9304	2920.5	55.5008	27.9267	3451	18.4469	3448.13	2.87287
27.9414	2974	18.945	2919.28	54.7196	27.9414	3449	18.4615	3446.45	2.5547
27.956	2971	18.9597	2918.06	52.9368	27.956	3446	18.4762	3444.76	1.23544
27.9707	2968	18.9744	2916.85	51.1533	27.9707	3443	18.4909	3443.08	-0.0837723
27.9854	2965	18.989	2915.63	49.3675	27.9854	3441	18.5055	3441.41	-0.405227
28	2962	19.0037	2914.42	47.5801	28	3439	18.5202	3439.73	-0.727775
28.0147	2960	19.0183	2913.21	46.7912	28.0147	3436	18.5348	3438.05	-2.05142
28.0293	2959	19.033	2912	47.0007	28.0293	3432	18.5495	3436.38	-4.37615
28.044	2958	19.0476	2910.79	47.2095	28.044	3429	18.5641	3434.7	-5.70083
28.0586	2958	19.0623	2909.58	48.416	28.0586	3426	18.5788	3433.03	-7.02775
28.0733	2958	19.0769	2908.38	49.621	28.0733	3423	18.5934	3431.36	-8.35575
28.0879	2959	19.0916	2907.18	51.8244	28.0879	3421	18.6081	3429.68	-8.68484
28.1026	2960	19.1062	2905.97	54.0264	28.1026	3419	18.6227	3428.02	-9.01502
28.1172	2958	19.1209	2904.77	53.2276	28.1172	3418	18.6374	3426.35	-8.34515
28.1319	2956	19.1355	2903.57	52.4265	28.1319	3417	18.652	3424.68	-7.6775
28.1465	2953	19.1502	2902.38	50.6238	28.1465	3415	18.6667	3423.01	-8.01093
28.1612	2949	19.1648	2901.18	47.8197	28.1612	3414	18.6813	3421.35	-7.34545
28.1758	2947	19.1795	2899.99	47.014	28.1758	3413	18.696	3419.68	-6.68104
28.1905	2944	19.1941	2898.79	45.2077	28.1905	3411	18.7106	3418.02	-7.01659
28.2051	2942	19.2088	2897.6	44.399	28.2051	3407	18.7253	3416.35	-9.35434
28.2198	2941	19.2234	2896.41	44.5888	28.2198	3405	18.7399	3414.69	-9.69318
28.2344	2938	19.2381	2895.22	42.7771	28.2344	3404	18.7546	3413.03	-9.03309
28.2491	2937	19.2527	2894.04	42.9639	28.2491	3404	18.7692	3411.37	-7.37408
28.2637	2936	19.2674	2892.85	43.15	28.2637	3404	18.7839	3409.72	-5.71502
28.2784	2936	19.2821	2891.67	44.3338	28.2784	3404	18.7985	3408.06	-4.05815
28.293	2933	19.2967	2890.48	42.5161	28.293	3403	18.8132	3406.4	-3.40237
28.3077	2931	19.3114	2889.3	41.6969	28.3077	3401	18.8278	3404.75	-3.74765
28.3223	2930	19.326	2888.12	41.8763	28.3223	3399	18.8425	3403.09	-4.09401
28.337	2927	19.3407	2886.95	40.0549	28.337	3398	18.8571	3401.44	-3.4403
28.3516	2924	19.3553	2885.77	38.2312	28.3516	3398	18.8718	3399.79	-1.7888
28.3663	2922	19.37	2884.59	37.4061	28.3663	3398	18.8864	3398.14	-0.138361
28.3809	2920	19.3846	2883.42	36.5794	28.3809	3397	18.9011	3396.49	0.51101
28.3956	2919	19.3993	2882.25	36.7513	28.3956	3395	18.9158	3394.84	0.159315
28.4103	2918	19.4139	2881.08	36.9225	28.4103	3392	18.9304	3393.19	-1.19232
28.4249	2918	19.4286	2879.91	38.0914	28.4249	3391	18.9451	3391.55	-0.546146
28.4396	2917	19.4432	2878.74	38.2589	28.4396	3390	18.9597	3389.9	0.0989671
28.4542	2917	19.4579	2877.58	39.4249	28.4542	3389	18.9744	3388.26	0.743018
28.4689	2917	19.4725	2876.41	40.5893	28.4689	3387	18.989	3386.61	0.386009
28.4835	2918	19.4872	2875.25	42.7532	28.4835	3384	19.0037	3384.97	-0.97094
28.4982	2919	19.5018	2874.09	44.9147	28.4982	3381	19.0183	3383.33	-2.33007
28.5128	2920	19.5165	2872.93	47.0748	28.5128	3377	19.033	3381.69	-4.69025
28.5275	2920	19.5311	2871.77	48.2334	28.5275	3374	19.0476	3380.05	-6.0515
28.5421	2921	19.5458	2870.61	50.3905	28.5421	3373	19.0623	3378.41	-5.41379
28.5568	2922	19.5604	2869.45	52.547	28.5568	3372	19.0769	3376.78	-4.77603
28.5714	2922	19.5751	2868.3	53.7012	28.5714	3370	19.0916	3375.14	-5.14044
28.5861	2922	19.5897	2867.15	54.854	28.5861	3367	19.1062	3373.51	-6.50589
28.6007	2921	19.6044	2865.99	55.0053	28.6007	3366	19.1209	3371.87	-5.87241
28.6154	2920	19.619	2864.84	55.1551	28.6154	3365	19.1355	3370.24	-5.23997
28.63	2918	19.6337	2863.7	54.3043	28.63	3363	19.1502	3368.61	-5.60746
28.6447	2916	19.6484	2862.55	53.4512	28.6447	3359	19.1648	3366.98	-7.97712
28.6593	2914	19.663	2861.4	52.5967	28.6593	3357	19.1795	3365.35	-8.34783
28.674	2912	19.6777	2860.26	51.7408	28.674	3355	19.1941	3363.72	-8.71958
28.6886	2910	19.6923	2859.12	50.8834	28.6886	3354	19.2088	3362.09	-8.09238
28.7033	2909	19.707	2857.97	51.0253	28.7033	3351	19.2235	3360.47	-9.46511
28.7179	2908	19.7216	2856.84	51.165	28.7179	3347	19.2381	3358.84	-11.84
28.7326	2907	19.7363	2855.7	51.3033	28.7326	3343	19.2527	3357.22	-14.2159
28.7473	2906	19.7509	2854.56	51.4401	28.7473	3341	19.2674	3355.59	-14.5929
28.7619	2905	19.7656	2853.42	51.5755	28.7619	3339	19.282	3353.97	-14.9709
28.7766	2904	19.7802	2852.29	51.7102	28.7766	3338	19.2967	3352.35	-14.3489
28.7912	2904	19.7949	2851.16	52.8427	28.7912	3338	19.3114	3350.73	-12.7289
28.8059	2903	19.8095	2850.03	52.9738	28.8059	3337	19.326	3349.11	-12.1101
28.8205	2903	19.8242	2848.9	54.1035	28.8205	3338	19.3407	3347.49	-9.49224
28.8352	2903	19.8388	2847.77	55.2317	28.8352	3338	19.3553	3345.88	-7.87544
28.8498	2903	19.8535	2846.64	56.3592	28.8498	3338	19.37	3344.26	-6.25857
28.8645	2903	19.8681	2845.52	57.4846	28.8645	3337	19.3846	3342.64	-5.64383
28.8791	2901	19.8828	2844.39	56.6086	28.8791	3336	19.3993	3341.03	-5.03013
28.8938	2902	19.8974	2843.27	58.7311	28.8938	3334	19.4139	3339.42	-5.41746
28.9084	2901	19.9121	2842.15	58.8522	28.9084	3333	19.4286	3337.81	-4.80582
28.9231	2900	19.9267	2841.03	58.9727	28.9231	3333	19.4432	3336.19	-3.19412
28.9377	2899	19.9414	2839.91	59.0909	28.9377	3333	19.4579	3334.58	-1.58454
28.9524	2897	19.956	2838.79	58.2078	28.9524	3333	19.4725	3332.98	0.0240175
28.967	2896	19.9707	2837.68	58.3232	28.967	3334	19.4872	3331.37	2.63154
28.9817	2895	19.9853	2836.56	58.4373	28.9817	3332	19.5018	3329.76	2.23804
28.9963	2893	20	2835.45	57.5507	28.9963	3329	19.5165	3328.16	0.844616
29.011	2890	20.0147	2834.34	55.6619	29.011	3324	19.5311	3326.55	-2.55093
29.0256	2889	20.0293	2833.23	55.7717	29.0256	3320	19.5458	3324.95	-4.9475
29.0403	2886	20.0439	2832.12	53.8801	29.0403	3317	19.5604	3323.35	-6.34509
29.055	2884	20.0586	2831.01	52.9879	29.055	3317	19.5751	3321.74	-4.74261
29.0696	2884	20.0733	2829.91	54.0935	29.0696	3316	19.5898	3320.14	-4.14225
29.0843	2884	20.0879	2828.8	55.1977	29.0843	3315	19.6044	3318.54	-3.5429
29.0989	2886	20.1026	2827.7	58.3005	29.0989	3314	19.6191	3316.94	-2.94457
29.1136	2889	20.1172	2826.6	62.4019	29.1136	3313	19.6337	3315.35	-2.34725
29.1282	2892	20.1319	2825.5	66.5027	29.1282	3313	19.6484	3313.75	-0.749866
29.1429	2895	20.1465	2824.4	70.6014	29.1429	3312	19.663	3312.15	-0.154583
29.1575	2897	20.1612	2823.3	73.6986	29.1575	3310	19.6777	3310.56	-0.560314
29.1722	2898	20.1758	2822.21	75.7945	29.1722	3307	19.6923	3308.97	-1.96706
29.1868	2899	20.1905	2821.11	77.8889	29.1868	3303	19.707	3307.37	-4.37481
29.2015	2901	20.2051	2820.02	80.9828	29.2015	3301	19.7216	3305.78	-4.78249
29.2161	2902	20.2198	2818.93	83.0745	29.2161	3300	19.7363	3304.19	-4.19227
29.2308	2905	20.2344	2817.84	87.1648	29.2308	3298	19.7509	3302.6	-4.60306
29.2454	2905	20.2491	2816.75	88.2538	29.2454	3297	19.7656	3301.01	-4.01485
29.2601	2906	20.2637	2815.66	90.3413	29.2601	3296	19.7802	3299.43	-3.42765
29.2747	2905	20.2784	2814.57	90.4283	29.2747	3295	19.7949	3297.84	-2.84038
29.2894	2904	20.293	2813.49	90.5131	29.2894	3292	19.8095	3296.26	-4.25519
29.304	2902	20.3077	2812.4	89.5965	29.304	3290	19.8242	3294.67	-4.67101
29.3187	2898	20.3223	2811.32	86.6786	29.3187	3288	19.8388	3293.09	-5.08783
29.3333	2894	20.337	2810.24	83.7593	29.3333	3287	19.8535	3291.51	-4.50565
29.348	2890	20.3516	2809.16	80.8394	29.348	3286	19.8681	3289.92	-3.9234
29.3626	2886	20.3663	2808.08	77.9174	29.3626	3283	19.8828	3288.34	-5.34322
29.3773	2883	20.3809	2807.01	75.994	29.3773	3280	19.8974	3286.76	-6.76405
29.3919	2880	20.3956	2805.93	74.0693	29.3919	3278	19.9121	3285.19	-7.18587
29.4066	2879	20.4103	2804.86	74.1432	29.4066	3278	19.9267	3283.61	-5.60869
29.4213	2878	20.4249	2803.78	74.2164	29.4213	3277	19.9414	3282.03	-5.03143
29.4359	2876	20.4396	2802.71	73.2876	29.4359	3276	19.956	3280.46	-4.45625
29.4506	2872	20.4542	2801.64	70.3574	29.4506	3277	19.9707	3278.88	-1.88205
29.4652	2869	20.4689	2800.57	68.4259	29.4652	3278	19.9853	3277.31	0.691143
29.4798	2867	20.4835	2799.51	67.493	29.4798	3278	20	3275.74	2.26335
29.4945	2864	20.4982	2798.44	65.5595	29.4945	3277	20.0147	3274.16	2.83563
29.5092	2861	20.5128	2797.38	63.624	29.5092	3276	20.0293	3272.59	3.40586
29.5238	2859	20.5275	2796.31	62.687	29.5238	3274	20.044	3271.02	2.97509
29.5385	2858	20.5421	2795.25	62.7488	29.5385	3271	20.0586	3269.46	1.54333
29.5531	2858	20.5568	2794.19	63.8092	29.5531	3269	20.0733	3267.89	1.11058
29.5678	2858	20.5714	2793.13	64.8689	29.5678	3267	20.0879	3266.32	0.67792
29.5824	2859	20.5861	2792.07	66.9266	29.5824	3266	20.1026	3264.76	1.2432
29.5971	2859	20.6007	2791.02	67.983	29.5971	3266	20.1172	3263.19	2.8075
29.6117	2859	20.6154	2789.96	69.038	29.6117	3265	20.1319	3261.63	3.37081
29.6264	2860	20.63	2788.91	71.0918	29.6264	3264	20.1465	3260.07	3.93313
29.641	2861	20.6447	2787.86	73.1448	29.641	3261	20.1612	3258.5	2.49554
29.6557	2863	20.6593	2786.8	76.1959	29.6557	3258	20.1758	3256.94	1.0559
29.6703	2864	20.674	2785.75	78.2456	29.6703	3254	20.1905	3255.38	-1.38471
29.685	2863	20.6886	2784.71	78.294	29.685	3249	20.2051	3253.83	-4.82631
29.6996	2860	20.7033	2783.66	76.341	29.6996	3247	20.2198	3252.27	-5.26889
29.7143	2858	20.7179	2782.61	75.3875	29.7143	3244	20.2344	3250.71	-6.71138
29.7289	2856	20.7326	2781.57	74.4319	29.7289	3241	20.2491	3249.16	-8.15591
29.7436	2855	20.7473	2780.53	74.475	29.7436	3237	20.2637	3247.6	-10.6014
29.7582	2854	20.7619	2779.48	74.5167	29.7582	3233	20.2784	3246.05	-13.0479
29.7729	2854	20.7766	2778.44	75.5572	29.7729	3230	20.293	3244.5	-14.4954
29.7876	2854	20.7912	2777.4	76.597	29.7876	3229	20.3077	3242.94	-13.9427
29.8022	2853	20.8059	2776.37	76.6349	29.8022	3229	20.3224	3241.39	-12.3921
29.8168	2851	20.8205	2775.33	75.6714	29.8168	3229	20.337	3239.84	-10.8425
29.8315	2849	20.8352	2774.29	74.7066	29.8315	3229	20.3516	3238.29	-9.29387
29.8462	2847	20.8498	2773.26	73.7405	29.8462	3229	20.3663	3236.75	-7.74618
29.8608	2844	20.8645	2772.23	71.7737	29.8608	3228	20.381	3235.2	-7.19841
29.8755	2842	20.8791	2771.19	70.805	29.8755	3227	20.3956	3233.65	-6.65267
29.8901	2840	20.8938	2770.17	69.835	29.8901	3225	20.4103	3232.11	-7.10789
29.9048	2839	20.9084	2769.14	69.8637	29.9048	3223	20.4249	3230.56	-7.56407
29.9194	2836	20.9231	2768.11	67.891	29.9194	3223	20.4396	3229.02	-6.02122
29.9341	2833	20.9377	2767.08	65.9178	29.9341	3222	20.4542	3227.48	-5.47829
29.9487	2830	20.9524	2766.06	63.9426	29.9487	3221	20.4689	3225.94	-4.93737
29.9634	2828	20.967	2765.03	62.966	29.9634	3221	20.4835	3224.4	-3.39741
29.978	2825	20.9817	2764.01	60.9882	29.978	3219	20.4982	3222.86	-3.85841
29.9927	2823	20.9963	2762.99	60.0091	29.9927	3219	20.5128	3221.32	-2.32038
30.0073	2821	21.011	2761.97	59.0294	30.0073	3218	20.5275	3219.78	-1.78225
30.022	2821	21.0256	2760.95	60.0477	30.022	3217	20.5421	3218.25	-1.24614
30.0366	2820	21.0403	2759.94	60.0647	30.0366	3215	20.5568	3216.71	-1.71098
30.0513	2819	21.0549	2758.92	60.0805	30.0513	3214	20.5714	3215.18	-1.17678
30.0659	2819	21.0696	2757.91	61.0949	30.0659	3212	20.5861	3213.64	-1.64353
30.0806	2819	21.0843	2756.89	62.1088	30.0806	3211	20.6007	3212.11	-1.1102
30.0952	2819	21.0989	2755.88	63.1207	30.0952	3210	20.6154	3210.58	-0.578864
30.1099	2818	21.1136	2754.87	63.1313	30.1099	3209	20.63	3209.05	-0.0484823
30.1245	2818	21.1282	2753.86	64.1406	30.1245	3209	20.6447	3207.52	1.48095
30.1392	2818	21.1428	2752.85	65.1486	30.1392	3207	20.6593	3205.99	1.00942
30.1538	2820	21.1575	2751.84	68.1561	30.1538	3206	20.674	3204.46	1.53799
30.1685	2822	21.1722	2750.84	71.1616	30.1685	3203	20.6887	3202.94	0.0645682
30.1832	2822	21.1868	2749.83	72.1658	30.1832	3201	20.7033	3201.41	-0.409805
30.1978	2822	21.2015	2748.83	73.1688	30.1978	3198	20.718	3199.89	-1.88513
30.2125	2821	21.2161	2747.83	73.1705	30.2125	3195	20.7326	3198.36	-3.3614
30.2271	2820	21.2308	2746.83	73.1716	30.2271	3193	20.7473	3196.84	-3.83757
30.2418	2820	21.2454	2745.83	74.1708	30.2418	3191	20.7619	3195.32	-4.31573
30.2564	2820	21.2601	2744.83	75.1686	30.2564	3188	20.7766	3193.79	-5.79484
30.2711	2820	21.2747	2743.83	76.1653	30.2711	3185	20.7912	3192.27	-7.27489
30.2857	2819	21.2894	2742.84	76.1607	30.2857	3183	20.8059	3190.76	-7.75588
30.3004	2818	21.304	2741.84	76.1554	30.3004	3181	20.8205	3189.24	-8.23678
30.315	2818	21.3187	2740.85	77.1483	30.315	3180	20.8352	3187.72	-7.71965
30.3297	2817	21.3333	2739.86	77.1399	30.3297	3179	20.8498	3186.2	-7.20347
30.3443	2816	21.348	2738.87	77.1303	30.3443	3178	20.8645	3184.69	-6.68823
30.359	2814	21.3626	2737.88	76.1194	30.359	3178	20.8791	3183.17	-5.17392
30.3736	2811	21.3773	2736.89	74.1079	30.3736	3179	20.8938	3181.66	-2.65952
30.3883	2808	21.3919	2735.91	72.0945	30.3883	3181	20.9084	3180.15	0.852912
30.4029	2804	21.4066	2734.92	69.0798	30.4029	3183	20.9231	3178.64	4.36441
30.4176	2802	21.4212	2733.94	68.0639	30.4176	3184	20.9377	3177.13	6.87497
30.4322	2800	21.4359	2732.95	67.0468	30.4322	3183	20.9524	3175.62	7.38459
30.4469	2798	21.4506	2731.97	66.0291	30.4469	3182	20.967	3174.11	7.89432
30.4615	2796	21.4652	2730.99	65.0094	30.4615	3181	20.9817	3172.6	8.40208
30.4762	2796	21.4798	2730.01	65.9886	30.4762	3181	20.9963	3171.09	9.9089
30.4908	2795	21.4945	2729.03	65.9665	30.4908	3180	21.011	3169.59	10.4148
30.5055	2796	21.5092	2728.06	67.9431	30.5055	3180	21.0256	3168.08	11.9198
30.5202	2797	21.5238	2727.08	69.9192	30.5202	3179	21.0403	3166.58	12.4248
30.5348	2799	21.5385	2726.11	72.8934	30.5348	3176	21.0549	3165.07	10.9279
30.5495	2799	21.5531	2725.13	73.8664	30.5495	3173	21.0696	3163.57	9.43013
30.5641	2798	21.5678	2724.16	73.8381	30.5641	3170	21.0842	3162.07	7.93138
30.5787	2797	21.5824	2723.19	73.8086	30.5787	3168	21.0989	3160.57	7.43171
30.5934	2795	21.5971	2722.22	72.7785	30.5934	3165	21.1136	3159.07	5.93214
30.6081	2793	21.6117	2721.25	71.7466	30.6081	3163	21.1282	3157.57	5.43062
30.6227	2789	21.6264	2720.29	68.7134	30.6227	3161	21.1429	3156.07	4.92818
30.6374	2785	21.641	2719.32	65.679	30.6374	3161	21.1575	3154.58	6.42482
30.652	2782	21.6557	2718.36	63.6433	30.652	3160	21.1722	3153.08	6.92054
30.6667	2779	21.6703	2717.39	61.6072	30.6667	3159	21.1868	3151.58	7.41635
30.6813	2777	21.685	2716.43	60.5691	30.6813	3157	21.2015	3150.09	6.91023
30.696	2774	21.6996	2715.47	58.5298	30.696	3156	21.2161	3148.6	7.40318
30.7106	2770	21.7143	2714.51	55.4893	30.7106	3156	21.2308	3147.1	8.89522
30.7253	2767	21.7289	2713.55	53.4476	30.7253	3155	21.2454	3145.61	9.38634
30.7399	2765	21.7436	2712.59	52.4054	30.7399	3154	21.2601	3144.12	9.87756
30.7546	2763	21.7582	2711.64	51.3612	30.7546	3153	21.2747	3142.63	10.3669
30.7692	2762	21.7729	2710.68	51.3159	30.7692	3152	21.2894	3141.14	10.8552
30.7839	2762	21.7875	2709.73	52.2693	30.7839	3151	21.304	3139.66	11.3427
30.7985	2762	21.8022	2708.78	53.2216	30.7985	3151	21.3187	3138.17	12.8292
30.8132	2761	21.8168	2707.83	53.1733	30.8132	3151	21.3333	3136.68	14.3159
30.8278	2759	21.8315	2706.88	52.1231	30.8278	3151	21.348	3135.2	15.8006
30.8425	2759	21.8462	2705.93	53.0718	30.8425	3151	21.3626	3133.72	17.2844
30.8571	2759	21.8608	2704.98	54.0192	30.8571	3152	21.3773	3132.23	19.7673
30.8718	2760	21.8755	2704.03	55.9655	30.8718	3152	21.3919	3130.75	21.2493
30.8865	2762	21.8901	2703.09	58.9111	30.8865	3151	21.4066	3129.27	21.7314
30.9011	2763	21.9048	2702.15	60.855	30.9011	3148	21.4213	3127.79	20.2116
30.9157	2765	21.9194	2701.2	63.7977	30.9157	3146	21.4359	3126.31	19.6909
30.9304	2767	21.9341	2700.26	66.7391	30.9304	3145	21.4506	3124.83	20.1693
30.945	2767	21.9487	2699.32	67.6794	30.945	3143	21.4652	3123.35	19.6467
30.9597	2769	21.9634	2698.38	70.6191	30.9597	3142	21.4799	3121.88	20.1243
30.9744	2769	21.978	2697.44	71.557	30.9744	3141	21.4945	3120.4	20.5999
30.989	2769	21.9927	2696.51	72.4937	30.989	3138	21.5092	3118.93	19.0747
31.0037	2769	22.0073	2695.57	73.4293	31.0037	3135	21.5238	3117.45	17.5486
31.0183	2769	22.022	2694.64	74.3642	31.0183	3131	21.5385	3115.98	15.0225
31.033	2769	22.0366	2693.7	75.2974	31.033	3128	21.5531	3114.51	13.4946
31.0476	2769	22.0513	2692.77	76.2294	31.0476	3125	21.5678	3113.03	11.9657
31.0623	2769	22.0659	2691.84	77.1602	31.0623	3122	21.5824	3111.56	10.436
31.0769	2770	22.0806	2690.91	79.0898	31.0769	3119	21.5971	3110.09	8.90535
31.0916	2769	22.0952	2689.98	79.0189	31.0916	3115	21.6117	3108.63	6.37482
31.1062	2769	22.1099	2689.05	79.9462	31.1062	3113	21.6264	3107.16	5.84239
31.1209	2769	22.1245	2688.13	80.8723	31.1209	3111	21.641	3105.69	5.30906
31.1355	2768	22.1392	2687.2	80.7972	31.1355	3109	21.6557	3104.23	4.77484
31.1502	2768	22.1538	2686.28	81.721	31.1502	3108	21.6703	3102.76	5.23973
31.1648	2766	22.1685	2685.36	80.6442	31.1648	3106	21.685	3101.3	4.70473
31.1795	2765	22.1832	2684.43	80.5656	31.1795	3104	21.6996	3099.83	4.16783
31.1941	2764	22.1978	2683.51	80.4859	31.1941	3102	21.7143	3098.37	3.63004
31.2088	2763	22.2125	2682.6	80.405	31.2088	3101	21.7289	3096.91	4.09137
31.2234	2763	22.2271	2681.68	81.3229	31.2234	3102	21.7436	3095.45	6.5518
31.2381	2762	22.2418	2680.76	81.2403	31.2381	3102	21.7582	3093.99	8.01235
31.2527	2762	22.2564	2679.84	82.1559	31.2527	3102	21.7729	3092.53	9.47101
31.2674	2760	22.2711	2678.93	81.0704	31.2674	3100	21.7875	3091.07	8.92878
