t1kepr	1kepr	t1fit	1fit	1res	t2kepr	2kepr	t2fit	2fit	2res
0	-39	-8.99634	12709.4	-12748.4	0	32	-9.47985	11939.7	-11907.7
0.01465	-34	-8.98169	12695.8	-12729.8	0.01465	34	-9.4652	11927.9	-11893.9
0.0293	-28	-8.96704	12682.3	-12710.3	0.0293	36	-9.45055	11916.1	-11880.1
0.04396	-25	-8.95238	12668.7	-12693.7	0.04396	36	-9.43589	11904.4	-11868.4
0.05861	-23	-8.93773	12655.1	-12678.1	0.05861	37	-9.42124	11892.7	-11855.7
0.07326	-22	-8.92308	12641.6	-12663.6	0.07326	37	-9.40659	11881	-11844
0.08791	-21	-8.90843	12628.1	-12649.1	0.08791	39	-9.39194	11869.3	-11830.3
0.10256	-19	-8.89378	12614.6	-12633.6	0.10256	39	-9.37729	11857.6	-11818.6
0.11722	-16	-8.87912	12601.1	-12617.1	0.11722	40	-9.36263	11846	-11806
0.13187	-11	-8.86447	12587.7	-12598.7	0.13187	40	-9.34798	11834.3	-11794.3
0.14652	-9	-8.84982	12574.2	-12583.2	0.14652	40	-9.33333	11822.7	-11782.7
0.16117	-8	-8.83517	12560.8	-12568.8	0.16117	39	-9.31868	11811.2	-11772.2
0.17582	-8	-8.82052	12547.4	-12555.4	0.17582	38	-9.30403	11799.6	-11761.6
0.19048	-9	-8.80586	12534	-12543	0.19048	37	-9.28937	11788	-11751
0.20513	-9	-8.79121	12520.6	-12529.6	0.20513	39	-9.27472	11776.5	-11737.5
0.21978	-9	-8.77656	12507.3	-12516.3	0.21978	42	-9.26007	11765	-11723
0.23443	-9	-8.76191	12493.9	-12502.9	0.23443	46	-9.24542	11753.5	-11707.5
0.24908	-9	-8.74726	12480.6	-12489.6	0.24908	48	-9.23077	11742.1	-11694.1
0.26374	-9	-8.7326	12467.3	-12476.3	0.26374	50	-9.21611	11730.6	-11680.6
0.27839	-9	-8.71795	12454	-12463	0.27839	53	-9.20146	11719.2	-11666.2
0.29304	-9	-8.7033	12440.7	-12449.7	0.29304	56	-9.18681	11707.8	-11651.8
0.30769	-9	-8.68865	12427.5	-12436.5	0.30769	58	-9.17216	11696.4	-11638.4
0.32234	-8	-8.674	12414.2	-12422.2	0.32234	60	-9.15751	11685	-11625
0.337	-8	-8.65934	12401	-12409	0.337	61	-9.14285	11673.7	-11612.7
0.35165	-7	-8.64469	12387.8	-12394.8	0.35165	63	-9.1282	11662.3	-11599.3
0.3663	-6	-8.63004	12374.6	-12380.6	0.3663	64	-9.11355	11651	-11587
0.38095	-5	-8.61539	12361.4	-12366.4	0.38095	65	-9.0989	11639.7	-11574.7
0.3956	-5	-8.60074	12348.2	-12353.2	0.3956	65	-9.08425	11628.5	-11563.5
0.41026	-4	-8.58608	12335.1	-12339.1	0.41026	65	-9.06959	11617.2	-11552.2
0.42491	-2	-8.57143	12322	-12324	0.42491	64	-9.05494	11606	-11542
0.43956	0	-8.55678	12308.9	-12308.9	0.43956	63	-9.04029	11594.7	-11531.7
0.45421	1	-8.54213	12295.8	-12294.8	0.45421	61	-9.02564	11583.5	-11522.5
0.46886	2	-8.52748	12282.7	-12280.7	0.46886	60	-9.01099	11572.4	-11512.4
0.48352	5	-8.51282	12269.6	-12264.6	0.48352	58	-8.99633	11561.2	-11503.2
0.49817	9	-8.49817	12256.6	-12247.6	0.49817	56	-8.98168	11550.1	-11494.1
0.51282	15	-8.48352	12243.6	-12228.6	0.51282	56	-8.96703	11538.9	-11482.9
0.52747	21	-8.46887	12230.6	-12209.6	0.52747	57	-8.95238	11527.8	-11470.8
0.54212	26	-8.45422	12217.6	-12191.6	0.54212	59	-8.93773	11516.8	-11457.8
0.55678	29	-8.43956	12204.6	-12175.6	0.55678	60	-8.92307	11505.7	-11445.7
0.57143	32	-8.42491	12191.6	-12159.6	0.57143	62	-8.90842	11494.6	-11432.6
0.58608	35	-8.41026	12178.7	-12143.7	0.58608	63	-8.89377	11483.6	-11420.6
0.60073	38	-8.39561	12165.8	-12127.8	0.60073	64	-8.87912	11472.6	-11408.6
0.61538	39	-8.38096	12152.9	-12113.9	0.61538	64	-8.86447	11461.6	-11397.6
0.63004	40	-8.3663	12140	-12100	0.63004	65	-8.84981	11450.6	-11385.6
0.64469	41	-8.35165	12127.1	-12086.1	0.64469	66	-8.83516	11439.7	-11373.7
0.65934	42	-8.337	12114.2	-12072.2	0.65934	66	-8.82051	11428.7	-11362.7
0.67399	41	-8.32235	12101.4	-12060.4	0.67399	66	-8.80586	11417.8	-11351.8
0.68864	40	-8.3077	12088.5	-12048.5	0.68864	66	-8.79121	11406.9	-11340.9
0.7033	38	-8.29304	12075.7	-12037.7	0.7033	68	-8.77655	11396	-11328
0.71795	37	-8.27839	12062.9	-12025.9	0.71795	69	-8.7619	11385.2	-11316.2
0.7326	37	-8.26374	12050.1	-12013.1	0.7326	71	-8.74725	11374.3	-11303.3
0.74725	40	-8.24909	12037.4	-11997.4	0.74725	72	-8.7326	11363.5	-11291.5
0.7619	43	-8.23444	12024.6	-11981.6	0.7619	74	-8.71795	11352.7	-11278.7
0.77656	46	-8.21978	12011.9	-11965.9	0.77656	75	-8.70329	11341.9	-11266.9
0.79121	48	-8.20513	11999.2	-11951.2	0.79121	76	-8.68864	11331.1	-11255.1
0.80586	50	-8.19048	11986.5	-11936.5	0.80586	77	-8.67399	11320.3	-11243.3
0.82051	53	-8.17583	11973.8	-11920.8	0.82051	78	-8.65934	11309.6	-11231.6
0.83516	56	-8.16118	11961.1	-11905.1	0.83516	78	-8.64469	11298.9	-11220.9
0.84982	60	-8.14652	11948.5	-11888.5	0.84982	78	-8.63003	11288.2	-11210.2
0.86447	63	-8.13187	11935.8	-11872.8	0.86447	79	-8.61538	11277.5	-11198.5
0.87912	67	-8.11722	11923.2	-11856.2	0.87912	81	-8.60073	11266.8	-11185.8
0.89377	71	-8.10257	11910.6	-11839.6	0.89377	82	-8.58608	11256.2	-11174.2
0.90842	76	-8.08792	11898	-11822	0.90842	83	-8.57143	11245.5	-11162.5
0.92308	79	-8.07326	11885.5	-11806.5	0.92308	82	-8.55677	11234.9	-11152.9
0.93773	81	-8.05861	11872.9	-11791.9	0.93773	81	-8.54212	11224.3	-11143.3
0.95238	84	-8.04396	11860.4	-11776.4	0.95238	81	-8.52747	11213.7	-11132.7
0.96703	86	-8.02931	11847.8	-11761.8	0.96703	82	-8.51282	11203.2	-11121.2
0.98168	87	-8.01466	11835.3	-11748.3	0.98168	82	-8.49817	11192.6	-11110.6
0.99634	88	-8	11822.8	-11734.8	0.99634	83	-8.48351	11182.1	-11099.1
1.01099	90	-7.98535	11810.4	-11720.4	1.01099	84	-8.46886	11171.6	-11087.6
1.02564	90	-7.9707	11797.9	-11707.9	1.02564	86	-8.45421	11161.1	-11075.1
1.04029	91	-7.95605	11785.4	-11694.4	1.04029	88	-8.43956	11150.6	-11062.6
1.05495	93	-7.94139	11773	-11680	1.05495	90	-8.4249	11140.1	-11050.1
1.0696	96	-7.92674	11760.6	-11664.6	1.0696	93	-8.41025	11129.7	-11036.7
1.08425	97	-7.91209	11748.2	-11651.2	1.08425	97	-8.3956	11119.2	-11022.2
1.0989	99	-7.89744	11735.8	-11636.8	1.0989	100	-8.38095	11108.8	-11008.8
1.11355	103	-7.88279	11723.5	-11620.5	1.11355	103	-8.3663	11098.4	-10995.4
1.12821	105	-7.86813	11711.1	-11606.1	1.12821	107	-8.35164	11088.1	-10981.1
1.14286	108	-7.85348	11698.8	-11590.8	1.14286	111	-8.33699	11077.7	-10966.7
1.15751	109	-7.83883	11686.4	-11577.4	1.15751	114	-8.32234	11067.4	-10953.4
1.17216	111	-7.82418	11674.1	-11563.1	1.17216	115	-8.30769	11057	-10942
1.18681	112	-7.80953	11661.9	-11549.9	1.18681	116	-8.29304	11046.7	-10930.7
1.20147	112	-7.79487	11649.6	-11537.6	1.20147	114	-8.27838	11036.4	-10922.4
1.21612	111	-7.78022	11637.3	-11526.3	1.21612	113	-8.26373	11026.1	-10913.1
1.23077	111	-7.76557	11625.1	-11514.1	1.23077	113	-8.24908	11015.9	-10902.9
1.24542	112	-7.75092	11612.8	-11500.8	1.24542	113	-8.23443	11005.6	-10892.6
1.26007	114	-7.73627	11600.6	-11486.6	1.26007	113	-8.21978	10995.4	-10882.4
1.27473	117	-7.72161	11588.4	-11471.4	1.27473	113	-8.20512	10985.2	-10872.2
1.28938	120	-7.70696	11576.3	-11456.3	1.28938	113	-8.19047	10975	-10862
1.30403	122	-7.69231	11564.1	-11442.1	1.30403	114	-8.17582	10964.8	-10850.8
1.31868	124	-7.67766	11551.9	-11427.9	1.31868	116	-8.16117	10954.7	-10838.7
1.33333	127	-7.66301	11539.8	-11412.8	1.33333	119	-8.14652	10944.5	-10825.5
1.34799	128	-7.64835	11527.7	-11399.7	1.34799	122	-8.13186	10934.4	-10812.4
1.36264	129	-7.6337	11515.6	-11386.6	1.36264	123	-8.11721	10924.3	-10801.3
1.37729	129	-7.61905	11503.5	-11374.5	1.37729	124	-8.10256	10914.2	-10790.2
1.39194	129	-7.6044	11491.4	-11362.4	1.39194	125	-8.08791	10904.1	-10779.1
1.40659	130	-7.58975	11479.4	-11349.4	1.40659	126	-8.07326	10894	-10768
1.42125	132	-7.57509	11467.3	-11335.3	1.42125	126	-8.0586	10884	-10758
1.4359	134	-7.56044	11455.3	-11321.3	1.4359	128	-8.04395	10873.9	-10745.9
1.45055	138	-7.54579	11443.3	-11305.3	1.45055	131	-8.0293	10863.9	-10732.9
1.4652	141	-7.53114	11431.3	-11290.3	1.4652	135	-8.01465	10853.9	-10718.9
1.47985	144	-7.51649	11419.3	-11275.3	1.47985	137	-8	10843.9	-10706.9
1.49451	147	-7.50183	11407.3	-11260.3	1.49451	139	-7.98534	10834	-10695
1.50916	150	-7.48718	11395.4	-11245.4	1.50916	139	-7.97069	10824	-10685
1.52381	153	-7.47253	11383.4	-11230.4	1.52381	139	-7.95604	10814.1	-10675.1
1.53846	157	-7.45788	11371.5	-11214.5	1.53846	139	-7.94139	10804.2	-10665.2
1.55311	161	-7.44323	11359.6	-11198.6	1.55311	140	-7.92674	10794.3	-10654.3
1.56777	165	-7.42857	11347.7	-11182.7	1.56777	141	-7.91208	10784.4	-10643.4
1.58242	169	-7.41392	11335.8	-11166.8	1.58242	141	-7.89743	10774.5	-10633.5
1.59707	172	-7.39927	11324	-11152	1.59707	141	-7.88278	10764.6	-10623.6
1.61172	175	-7.38462	11312.1	-11137.1	1.61172	141	-7.86813	10754.8	-10613.8
1.62637	178	-7.36997	11300.3	-11122.3	1.62637	141	-7.85348	10745	-10604
1.64103	179	-7.35531	11288.5	-11109.5	1.64103	142	-7.83882	10735.1	-10593.1
1.65568	180	-7.34066	11276.7	-11096.7	1.65568	141	-7.82417	10725.3	-10584.3
1.67033	181	-7.32601	11264.9	-11083.9	1.67033	139	-7.80952	10715.6	-10576.6
1.68498	182	-7.31136	11253.1	-11071.1	1.68498	138	-7.79487	10705.8	-10567.8
1.69963	186	-7.29671	11241.4	-11055.4	1.69963	137	-7.78022	10696	-10559
1.71429	189	-7.28205	11229.6	-11040.6	1.71429	138	-7.76556	10686.3	-10548.3
1.72894	193	-7.2674	11217.9	-11024.9	1.72894	141	-7.75091	10676.6	-10535.6
1.74359	198	-7.25275	11206.2	-11008.2	1.74359	145	-7.73626	10666.9	-10521.9
1.75824	203	-7.2381	11194.5	-10991.5	1.75824	149	-7.72161	10657.2	-10508.2
1.77289	207	-7.22345	11182.8	-10975.8	1.77289	154	-7.70696	10647.5	-10493.5
1.78755	211	-7.20879	11171.1	-10960.1	1.78755	157	-7.6923	10637.8	-10480.8
1.8022	215	-7.19414	11159.5	-10944.5	1.8022	159	-7.67765	10628.2	-10469.2
1.81685	216	-7.17949	11147.8	-10931.8	1.81685	160	-7.663	10618.6	-10458.6
1.8315	220	-7.16484	11136.2	-10916.2	1.8315	160	-7.64835	10609	-10449
1.84615	223	-7.15019	11124.6	-10901.6	1.84615	161	-7.6337	10599.4	-10438.4
1.86081	227	-7.13553	11113	-10886	1.86081	162	-7.61904	10589.8	-10427.8
1.87546	232	-7.12088	11101.4	-10869.4	1.87546	164	-7.60439	10580.2	-10416.2
1.89011	237	-7.10623	11089.9	-10852.9	1.89011	163	-7.58974	10570.6	-10407.6
1.90476	242	-7.09158	11078.3	-10836.3	1.90476	164	-7.57509	10561.1	-10397.1
1.91941	247	-7.07693	11066.8	-10819.8	1.91941	164	-7.56044	10551.6	-10387.6
1.93407	251	-7.06227	11055.3	-10804.3	1.93407	166	-7.54578	10542.1	-10376.1
1.94872	255	-7.04762	11043.8	-10788.8	1.94872	166	-7.53113	10532.6	-10366.6
1.96337	258	-7.03297	11032.3	-10774.3	1.96337	165	-7.51648	10523.1	-10358.1
1.97802	262	-7.01832	11020.8	-10758.8	1.97802	164	-7.50183	10513.6	-10349.6
1.99267	266	-7.00367	11009.3	-10743.3	1.99267	164	-7.48718	10504.2	-10340.2
2.00733	270	-6.98901	10997.9	-10727.9	2.00733	161	-7.47252	10494.7	-10333.7
2.02198	273	-6.97436	10986.4	-10713.4	2.02198	160	-7.45787	10485.3	-10325.3
2.03663	277	-6.95971	10975	-10698	2.03663	158	-7.44322	10475.9	-10317.9
2.05128	281	-6.94506	10963.6	-10682.6	2.05128	157	-7.42857	10466.5	-10309.5
2.06593	284	-6.93041	10952.2	-10668.2	2.06593	155	-7.41392	10457.1	-10302.1
2.08059	288	-6.91575	10940.8	-10652.8	2.08059	154	-7.39926	10447.8	-10293.8
2.09524	293	-6.9011	10929.5	-10636.5	2.09524	153	-7.38461	10438.4	-10285.4
2.10989	298	-6.88645	10918.1	-10620.1	2.10989	153	-7.36996	10429.1	-10276.1
2.12454	304	-6.8718	10906.8	-10602.8	2.12454	155	-7.35531	10419.8	-10264.8
2.13919	308	-6.85715	10895.5	-10587.5	2.13919	157	-7.34066	10410.5	-10253.5
2.15385	313	-6.84249	10884.2	-10571.2	2.15385	159	-7.326	10401.2	-10242.2
2.1685	318	-6.82784	10872.9	-10554.9	2.1685	162	-7.31135	10391.9	-10229.9
2.18315	325	-6.81319	10861.6	-10536.6	2.18315	165	-7.2967	10382.6	-10217.6
2.1978	333	-6.79854	10850.4	-10517.4	2.1978	168	-7.28205	10373.4	-10205.4
2.21245	342	-6.78389	10839.1	-10497.1	2.21245	170	-7.2674	10364.1	-10194.1
2.22711	350	-6.76923	10827.9	-10477.9	2.22711	172	-7.25274	10354.9	-10182.9
2.24176	358	-6.75458	10816.7	-10458.7	2.24176	176	-7.23809	10345.7	-10169.7
2.25641	367	-6.73993	10805.4	-10438.4	2.25641	180	-7.22344	10336.5	-10156.5
2.27106	374	-6.72528	10794.3	-10420.3	2.27106	183	-7.20879	10327.3	-10144.3
2.28571	382	-6.71063	10783.1	-10401.1	2.28571	185	-7.19414	10318.2	-10133.2
2.30037	389	-6.69597	10771.9	-10382.9	2.30037	187	-7.17948	10309	-10122
2.31502	396	-6.68132	10760.8	-10364.8	2.31502	190	-7.16483	10299.9	-10109.9
2.32967	403	-6.66667	10749.6	-10346.6	2.32967	194	-7.15018	10290.7	-10096.7
2.34432	408	-6.65202	10738.5	-10330.5	2.34432	199	-7.13553	10281.6	-10082.6
2.35897	413	-6.63737	10727.4	-10314.4	2.35897	201	-7.12088	10272.5	-10071.5
2.37363	416	-6.62271	10716.3	-10300.3	2.37363	203	-7.10622	10263.5	-10060.5
2.38828	420	-6.60806	10705.2	-10285.2	2.38828	204	-7.09157	10254.4	-10050.4
2.40293	424	-6.59341	10694.2	-10270.2	2.40293	203	-7.07692	10245.3	-10042.3
2.41758	428	-6.57876	10683.1	-10255.1	2.41758	202	-7.06227	10236.3	-10034.3
2.43223	433	-6.56411	10672.1	-10239.1	2.43223	201	-7.04762	10227.3	-10026.3
2.44689	439	-6.54945	10661.1	-10222.1	2.44689	202	-7.03296	10218.2	-10016.2
2.46154	445	-6.5348	10650.1	-10205.1	2.46154	204	-7.01831	10209.2	-10005.2
2.47619	450	-6.52015	10639.1	-10189.1	2.47619	206	-7.00366	10200.3	-9994.26
2.49084	454	-6.5055	10628.1	-10174.1	2.49084	209	-6.98901	10191.3	-9982.28
2.50549	458	-6.49085	10617.1	-10159.1	2.50549	212	-6.97436	10182.3	-9970.32
2.52015	462	-6.47619	10606.2	-10144.2	2.52015	214	-6.9597	10173.4	-9959.37
2.5348	468	-6.46154	10595.2	-10127.2	2.5348	216	-6.94505	10164.4	-9948.44
2.54945	475	-6.44689	10584.3	-10109.3	2.54945	217	-6.9304	10155.5	-9938.52
2.5641	481	-6.43224	10573.4	-10092.4	2.5641	219	-6.91575	10146.6	-9927.62
2.57875	488	-6.41759	10562.5	-10074.5	2.57875	220	-6.9011	10137.7	-9917.73
2.59341	496	-6.40293	10551.6	-10055.6	2.59341	222	-6.88644	10128.8	-9906.84
2.60806	506	-6.38828	10540.7	-10034.7	2.60806	224	-6.87179	10120	-9895.98
2.62271	514	-6.37363	10529.9	-10015.9	2.62271	226	-6.85714	10111.1	-9885.12
2.63736	522	-6.35898	10519	-9997.04	2.63736	227	-6.84249	10102.3	-9875.29
2.65201	530	-6.34433	10508.2	-9978.22	2.65201	227	-6.82784	10093.5	-9866.46
2.66667	539	-6.32967	10497.4	-9958.39	2.66667	228	-6.81318	10084.6	-9856.64
2.68132	549	-6.31502	10486.6	-9937.59	2.68132	229	-6.79853	10075.8	-9846.84
2.69597	560	-6.30037	10475.8	-9915.81	2.69597	230	-6.78388	10067.1	-9837.06
2.71062	570	-6.28572	10465	-9895.04	2.71062	230	-6.76923	10058.3	-9828.28
2.72527	580	-6.27107	10454.3	-9874.28	2.72527	232	-6.75458	10049.5	-9817.52
2.73993	591	-6.25641	10443.5	-9852.52	2.73993	233	-6.73992	10040.8	-9807.77
2.75458	601	-6.24176	10432.8	-9831.79	2.75458	235	-6.72527	10032	-9797.04
2.76923	610	-6.22711	10422.1	-9812.07	2.76923	237	-6.71062	10023.3	-9786.32
2.78388	619	-6.21246	10411.4	-9792.37	2.78388	239	-6.69597	10014.6	-9775.61
2.79853	627	-6.19781	10400.7	-9773.68	2.79853	239	-6.68132	10005.9	-9766.91
2.81319	636	-6.18315	10390	-9753.99	2.81319	240	-6.66666	9997.23	-9757.23
2.82784	643	-6.1685	10379.3	-9736.33	2.82784	242	-6.65201	9988.56	-9746.56
2.84249	650	-6.15385	10368.7	-9718.68	2.84249	244	-6.63736	9979.9	-9735.9
2.85714	658	-6.1392	10358	-9700.04	2.85714	245	-6.62271	9971.26	-9726.26
2.87179	666	-6.12455	10347.4	-9681.42	2.87179	248	-6.60806	9962.63	-9714.63
2.88645	673	-6.10989	10336.8	-9663.8	2.88645	252	-6.5934	9954	-9702
2.9011	681	-6.09524	10326.2	-9645.2	2.9011	255	-6.57875	9945.4	-9690.4
2.91575	689	-6.08059	10315.6	-9626.62	2.91575	258	-6.5641	9936.81	-9678.81
2.9304	698	-6.06594	10305.1	-9607.05	2.9304	260	-6.54945	9928.23	-9668.23
2.94505	707	-6.05129	10294.5	-9587.5	2.94505	261	-6.5348	9919.66	-9658.66
2.95971	716	-6.03663	10283.9	-9567.94	2.95971	261	-6.52014	9911.1	-9650.1
2.97436	726	-6.02198	10273.4	-9547.41	2.97436	260	-6.50549	9902.56	-9642.56
2.98901	735	-6.00733	10262.9	-9527.9	2.98901	259	-6.49084	9894.03	-9635.03
3.00366	746	-5.99268	10252.4	-9506.39	3.00366	258	-6.47619	9885.51	-9627.51
3.01832	756	-5.97802	10241.9	-9485.9	3.01832	259	-6.46153	9877	-9618
3.03297	766	-5.96337	10231.4	-9465.42	3.03297	259	-6.44688	9868.51	-9609.51
3.04762	777	-5.94872	10221	-9443.96	3.04762	261	-6.43223	9860.03	-9599.03
3.06227	789	-5.93407	10210.5	-9421.51	3.06227	266	-6.41758	9851.56	-9585.56
3.07692	800	-5.91942	10200.1	-9400.07	3.07692	270	-6.40293	9843.11	-9573.11
3.09158	812	-5.90476	10189.6	-9377.64	3.09158	273	-6.38827	9834.66	-9561.66
3.10623	824	-5.89011	10179.2	-9355.23	3.10623	278	-6.37362	9826.23	-9548.23
3.12088	835	-5.87546	10168.8	-9333.83	3.12088	283	-6.35897	9817.81	-9534.81
3.13553	845	-5.86081	10158.4	-9313.45	3.13553	287	-6.34432	9809.4	-9522.4
3.15018	855	-5.84616	10148.1	-9293.08	3.15018	291	-6.32967	9801.01	-9510.01
3.16484	865	-5.8315	10137.7	-9272.71	3.16484	295	-6.31501	9792.62	-9497.62
3.17949	874	-5.81685	10127.4	-9253.37	3.17949	299	-6.30036	9784.26	-9485.26
3.19414	883	-5.8022	10117	-9234.03	3.19414	304	-6.28571	9775.9	-9471.9
3.20879	894	-5.78755	10106.7	-9212.71	3.20879	308	-6.27106	9767.55	-9459.55
3.22344	905	-5.7729	10096.4	-9191.41	3.22344	313	-6.25641	9759.22	-9446.22
3.2381	917	-5.75824	10086.1	-9169.11	3.2381	317	-6.24175	9750.9	-9433.9
3.25275	927	-5.74359	10075.8	-9148.83	3.25275	319	-6.2271	9742.59	-9423.59
3.2674	939	-5.72894	10065.6	-9126.56	3.2674	322	-6.21245	9734.29	-9412.29
3.28205	951	-5.71429	10055.3	-9104.31	3.28205	324	-6.1978	9726.01	-9402.01
3.2967	965	-5.69964	10045.1	-9080.07	3.2967	327	-6.18315	9717.74	-9390.74
3.31136	980	-5.68498	10034.8	-9054.83	3.31136	329	-6.16849	9709.47	-9380.47
3.32601	995	-5.67033	10024.6	-9029.62	3.32601	331	-6.15384	9701.22	-9370.22
3.34066	1009	-5.65568	10014.4	-9005.42	3.34066	334	-6.13919	9692.99	-9358.99
3.35531	1020	-5.64103	10004.2	-8984.23	3.35531	337	-6.12454	9684.76	-9347.76
3.36996	1031	-5.62638	9994.05	-8963.05	3.36996	341	-6.10989	9676.55	-9335.55
3.38462	1044	-5.61172	9983.88	-8939.88	3.38462	344	-6.09523	9668.34	-9324.34
3.39927	1056	-5.59707	9973.73	-8917.73	3.39927	346	-6.08058	9660.15	-9314.15
3.41392	1068	-5.58242	9963.59	-8895.59	3.41392	348	-6.06593	9651.98	-9303.98
3.42857	1079	-5.56777	9953.47	-8874.47	3.42857	350	-6.05128	9643.81	-9293.81
3.44322	1091	-5.55312	9943.36	-8852.36	3.44322	351	-6.03663	9635.66	-9284.66
3.45788	1104	-5.53846	9933.25	-8829.25	3.45788	350	-6.02197	9627.51	-9277.51
3.47253	1117	-5.52381	9923.16	-8806.16	3.47253	351	-6.00732	9619.38	-9268.38
3.48718	1131	-5.50916	9913.09	-8782.09	3.48718	354	-5.99267	9611.26	-9257.26
3.50183	1145	-5.49451	9903.03	-8758.03	3.50183	357	-5.97802	9603.15	-9246.15
3.51648	1158	-5.47986	9892.98	-8734.98	3.51648	359	-5.96337	9595.06	-9236.06
3.53114	1171	-5.4652	9882.94	-8711.94	3.53114	361	-5.94871	9586.97	-9225.97
3.54579	1184	-5.45055	9872.92	-8688.92	3.54579	363	-5.93406	9578.9	-9215.9
3.56044	1195	-5.4359	9862.91	-8667.91	3.56044	366	-5.91941	9570.84	-9204.84
3.57509	1206	-5.42125	9852.91	-8646.91	3.57509	370	-5.90476	9562.79	-9192.79
3.58974	1218	-5.4066	9842.92	-8624.92	3.58974	376	-5.89011	9554.75	-9178.75
3.6044	1230	-5.39194	9832.94	-8602.94	3.6044	382	-5.87545	9546.72	-9164.72
3.61905	1243	-5.37729	9822.98	-8579.98	3.61905	387	-5.8608	9538.7	-9151.7
3.6337	1255	-5.36264	9813.04	-8558.04	3.6337	393	-5.84615	9530.7	-9137.7
3.64835	1267	-5.34799	9803.1	-8536.1	3.64835	400	-5.8315	9522.71	-9122.71
3.663	1278	-5.33334	9793.18	-8515.18	3.663	406	-5.81685	9514.73	-9108.73
3.67766	1290	-5.31868	9783.27	-8493.27	3.67766	412	-5.80219	9506.75	-9094.75
3.69231	1301	-5.30403	9773.37	-8472.37	3.69231	418	-5.78754	9498.8	-9080.8
3.70696	1313	-5.28938	9763.48	-8450.48	3.70696	425	-5.77289	9490.85	-9065.85
3.72161	1326	-5.27473	9753.61	-8427.61	3.72161	431	-5.75824	9482.91	-9051.91
3.73626	1338	-5.26008	9743.75	-8405.75	3.73626	438	-5.74359	9474.99	-9036.99
3.75092	1351	-5.24542	9733.9	-8382.9	3.75092	444	-5.72893	9467.07	-9023.07
3.76557	1363	-5.23077	9724.07	-8361.07	3.76557	452	-5.71428	9459.17	-9007.17
3.78022	1377	-5.21612	9714.24	-8337.24	3.78022	459	-5.69963	9451.28	-8992.28
3.79487	1390	-5.20147	9704.43	-8314.43	3.79487	465	-5.68498	9443.4	-8978.4
3.80952	1403	-5.18682	9694.64	-8291.64	3.80952	468	-5.67033	9435.53	-8967.53
3.82418	1413	-5.17216	9684.85	-8271.85	3.82418	472	-5.65567	9427.67	-8955.67
3.83883	1423	-5.15751	9675.07	-8252.07	3.83883	476	-5.64102	9419.82	-8943.82
3.85348	1432	-5.14286	9665.31	-8233.31	3.85348	480	-5.62637	9411.99	-8931.99
3.86813	1442	-5.12821	9655.57	-8213.57	3.86813	482	-5.61172	9404.16	-8922.16
3.88278	1452	-5.11356	9645.83	-8193.83	3.88278	486	-5.59707	9396.35	-8910.35
3.89744	1462	-5.0989	9636.1	-8174.1	3.89744	491	-5.58241	9388.54	-8897.54
3.91209	1473	-5.08425	9626.39	-8153.39	3.91209	497	-5.56776	9380.75	-8883.75
3.92674	1483	-5.0696	9616.69	-8133.69	3.92674	502	-5.55311	9372.97	-8870.97
3.94139	1493	-5.05495	9607.01	-8114.01	3.94139	505	-5.53846	9365.2	-8860.2
3.95604	1502	-5.0403	9597.33	-8095.33	3.95604	509	-5.52381	9357.44	-8848.44
3.9707	1511	-5.02564	9587.66	-8076.66	3.9707	513	-5.50915	9349.69	-8836.69
3.98535	1518	-5.01099	9578.01	-8060.01	3.98535	517	-5.4945	9341.96	-8824.96
4	1525	-4.99634	9568.38	-8043.38	4	522	-5.47985	9334.23	-8812.23
4.01465	1532	-4.98169	9558.75	-8026.75	4.01465	528	-5.4652	9326.51	-8798.51
4.0293	1539	-4.96704	9549.14	-8010.14	4.0293	533	-5.45055	9318.81	-8785.81
4.04396	1546	-4.95238	9539.53	-7993.53	4.04396	539	-5.43589	9311.11	-8772.11
4.05861	1555	-4.93773	9529.94	-7974.94	4.05861	546	-5.42124	9303.43	-8757.43
4.07326	1564	-4.92308	9520.37	-7956.37	4.07326	553	-5.40659	9295.76	-8742.76
4.08791	1574	-4.90843	9510.8	-7936.8	4.08791	559	-5.39194	9288.1	-8729.1
4.10256	1582	-4.89378	9501.25	-7919.25	4.10256	566	-5.37729	9280.45	-8714.45
4.11722	1589	-4.87912	9491.7	-7902.7	4.11722	573	-5.36263	9272.8	-8699.8
4.13187	1597	-4.86447	9482.18	-7885.18	4.13187	581	-5.34798	9265.17	-8684.17
4.14652	1605	-4.84982	9472.66	-7867.66	4.14652	589	-5.33333	9257.55	-8668.55
4.16117	1611	-4.83517	9463.16	-7852.16	4.16117	597	-5.31868	9249.94	-8652.94
4.17582	1617	-4.82052	9453.66	-7836.66	4.17582	604	-5.30403	9242.35	-8638.35
4.19048	1621	-4.80586	9444.18	-7823.18	4.19048	611	-5.28937	9234.75	-8623.75
4.20513	1626	-4.79121	9434.71	-7808.71	4.20513	618	-5.27472	9227.18	-8609.18
4.21978	1631	-4.77656	9425.25	-7794.25	4.21978	625	-5.26007	9219.61	-8594.61
4.23443	1637	-4.76191	9415.81	-7778.81	4.23443	632	-5.24542	9212.06	-8580.06
4.24908	1642	-4.74726	9406.38	-7764.38	4.24908	640	-5.23077	9204.51	-8564.51
4.26374	1647	-4.7326	9396.95	-7749.95	4.26374	647	-5.21611	9196.97	-8549.97
